Correlation function xi(r) calculated from lcdm_z0.matter_pk within r = [0.000000, 120.000000]

r : scale; xi_1 : integral between 0 and k_min; xi_2 : integral within data range; xi_3 : integral from k_max to +INF

    r        xi_1         xi_2         xi_3          xi       r^2*xi_2      r^2*xi
  0.00 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000
 75.70 8.354728e-012 1.746258e-003 -2.879208e-005 1.717466e-003 1.000691e+001 9.841919e+000
 75.80 8.354728e-012 1.724521e-003 -1.841565e-005 1.706105e-003 9.908477e+000 9.802668e+000
 75.90 8.354728e-012 1.685587e-003 8.820304e-006 1.694408e-003 9.710349e+000 9.761162e+000
 76.00 8.354728e-012 1.654948e-003 2.782725e-005 1.682775e-003 9.558978e+000 9.719708e+000
 76.10 8.354728e-012 1.650411e-003 2.119465e-005 1.671606e-003 9.557876e+000 9.680619e+000
 76.20 8.354728e-012 1.665840e-003 -4.867796e-006 1.660972e-003 9.672600e+000 9.644336e+000
 76.30 8.354728e-012 1.676938e-003 -2.634218e-005 1.650596e-003 9.762616e+000 9.609260e+000
 76.40 8.354728e-012 1.663553e-003 -2.352819e-005 1.640025e-003 9.710094e+000 9.572761e+000
 76.50 8.354727e-012 1.628199e-003 8.760283e-007 1.629075e-003 9.528626e+000 9.533752e+000
 76.60 8.354727e-012 1.593598e-003 2.436532e-005 1.617964e-003 9.350534e+000 9.493499e+000
 76.70 8.354727e-012 1.581747e-003 2.537810e-005 1.607125e-003 9.305245e+000 9.454541e+000
 76.80 8.354727e-012 1.593758e-003 3.082152e-006 1.596840e-003 9.400369e+000 9.418548e+000
 76.90 8.354727e-012 1.608932e-003 -2.194530e-005 1.586987e-003 9.514599e+000 9.384823e+000
 77.00 8.354727e-012 1.603858e-003 -2.671493e-005 1.577143e-003 9.509272e+000 9.350879e+000
 77.10 8.354721e-012 1.573912e-003 -6.935131e-006 1.566977e-003 9.355976e+000 9.314751e+000
 77.20 8.354721e-012 1.537369e-003 1.912793e-005 1.556496e-003 9.162470e+000 9.276469e+000
 77.30 8.354721e-012 1.518547e-003 2.751827e-005 1.546065e-003 9.073759e+000 9.238189e+000
 77.40 8.354721e-012 1.525472e-003 1.060647e-005 1.536078e-003 9.138734e+000 9.202275e+000
 77.50 8.354721e-012 1.542607e-003 -1.597322e-005 1.526634e-003 9.265283e+000 9.169344e+000
 77.60 8.354721e-012 1.545198e-003 -2.777768e-005 1.517421e-003 9.304814e+000 9.137544e+000
 77.70 8.354721e-012 1.522057e-003 -1.403191e-005 1.508025e-003 9.189099e+000 9.104384e+000
 77.80 8.354721e-012 1.485709e-003 1.254277e-005 1.498252e-003 8.992759e+000 9.068679e+000
 77.90 8.354721e-012 1.460841e-003 2.749326e-005 1.488334e-003 8.864982e+000 9.031822e+000
 78.00 8.354724e-012 1.461528e-003 1.714419e-005 1.478673e-003 8.891939e+000 8.996245e+000
 78.10 8.354724e-012 1.478454e-003 -8.902341e-006 1.469552e-003 9.017993e+000 8.963693e+000
 78.20 8.354724e-012 1.487516e-003 -2.667311e-005 1.460843e-003 9.096519e+000 8.933407e+000
 78.30 8.354723e-012 1.472047e-003 -1.988786e-005 1.452160e-003 9.024961e+000 8.903031e+000
 78.40 8.354723e-012 1.438027e-003 5.128051e-006 1.443155e-003 8.838917e+000 8.870437e+000
 78.50 8.354723e-012 1.408509e-003 2.533901e-005 1.433848e-003 8.679582e+000 8.835728e+000
 78.60 8.354723e-012 1.402368e-003 2.221321e-005 1.424581e-003 8.663774e+000 8.801007e+000
 78.70 8.354723e-012 1.417048e-003 -1.289142e-006 1.415758e-003 8.776753e+000 8.768768e+000
 78.80 8.354722e-012 1.430958e-003 -2.351866e-005 1.407439e-003 8.885448e+000 8.739410e+000
 78.90 8.354722e-012 1.423439e-003 -2.407594e-005 1.399364e-003 8.861210e+000 8.711332e+000
 79.00 8.354722e-012 1.393644e-003 -2.533997e-006 1.391110e-003 8.697729e+000 8.681915e+000
 79.10 8.354722e-012 1.361252e-003 2.125166e-005 1.382503e-003 8.517094e+000 8.650061e+000
 79.20 8.354722e-012 1.348293e-003 2.544347e-005 1.373737e-003 8.457358e+000 8.616956e+000
 79.30 8.354722e-012 1.358969e-003 6.268683e-006 1.365237e-003 8.545862e+000 8.585282e+000
 79.40 8.354720e-012 1.375839e-003 -1.858579e-005 1.357253e-003 8.673785e+000 8.556614e+000
 79.50 8.354720e-012 1.375964e-003 -2.629195e-005 1.349672e-003 8.696435e+000 8.530264e+000
 79.60 8.354718e-012 1.351948e-003 -9.843550e-006 1.342105e-003 8.566161e+000 8.503791e+000
 79.70 8.354718e-012 1.318665e-003 1.557448e-005 1.334239e-003 8.376277e+000 8.475207e+000
 79.80 8.354718e-012 1.299474e-003 2.660783e-005 1.326081e-003 8.275100e+000 8.444540e+000
 79.90 8.354718e-012 1.304788e-003 1.318466e-005 1.317972e-003 8.329779e+000 8.413950e+000
 80.00 8.354718e-012 1.322567e-003 -1.228355e-005 1.310284e-003 8.464430e+000 8.385815e+000
 80.10 8.354718e-012 1.329477e-003 -2.638688e-005 1.303090e-003 8.529936e+000 8.360637e+000
 80.20 8.354721e-012 1.312361e-003 -1.622960e-005 1.296132e-003 8.441161e+000 8.336771e+000
 80.30 8.354721e-012 1.280218e-003 8.778729e-006 1.288997e-003 8.254964e+000 8.311570e+000
 80.40 8.354721e-012 1.255889e-003 2.563887e-005 1.281528e-003 8.118270e+000 8.284003e+000
 80.50 8.354721e-012 1.254998e-003 1.891646e-005 1.273914e-003 8.132700e+000 8.255284e+000
 80.60 8.354721e-012 1.271676e-003 -5.130310e-006 1.266546e-003 8.261264e+000 8.227936e+000
 80.70 8.354720e-012 1.284055e-003 -2.437988e-005 1.259675e-003 8.362394e+000 8.203620e+000
 80.80 8.354720e-012 1.274396e-003 -2.119464e-005 1.253202e-003 8.320076e+000 8.181704e+000
 80.90 8.354720e-012 1.245344e-003 1.417493e-006 1.246761e-003 8.150538e+000 8.159815e+000
 81.00 8.354721e-012 1.217382e-003 2.264224e-005 1.240024e-003 7.987243e+000 8.135798e+000
 81.10 8.354720e-012 1.209983e-003 2.302147e-005 1.233005e-003 7.958315e+000 8.109732e+000
 81.20 8.354720e-012 1.223738e-003 2.287461e-006 1.226025e-003 8.068640e+000 8.083722e+000
 81.30 8.354720e-012 1.239927e-003 -2.046381e-005 1.219463e-003 8.195534e+000 8.060274e+000
 81.40 8.354720e-012 1.237745e-003 -2.436016e-005 1.213385e-003 8.201249e+000 8.039839e+000
 81.50 8.354719e-012 1.213435e-003 -5.904983e-006 1.207530e-003 8.059939e+000 8.020717e+000
 81.60 8.354719e-012 1.183630e-003 1.789115e-005 1.201521e-003 7.881268e+000 8.000397e+000
 81.70 8.354719e-012 1.169994e-003 2.518941e-005 1.195183e-003 7.809580e+000 7.977716e+000
 81.80 8.354719e-012 1.179342e-003 9.363495e-006 1.188705e-003 7.891260e+000 7.953914e+000
 81.90 8.354719e-012 1.197451e-003 -1.498259e-005 1.182468e-003 8.032034e+000 7.931537e+000
 82.00 8.354719e-012 1.202226e-003 -2.549468e-005 1.176731e-003 8.083766e+000 7.912340e+000
 82.10 8.354719e-012 1.183958e-003 -1.259274e-005 1.171365e-003 7.980363e+000 7.895483e+000
 82.20 8.354718e-012 1.154239e-003 1.179938e-005 1.166038e-003 7.799006e+000 7.878732e+000
 82.30 8.354718e-012 1.135156e-003 2.527536e-005 1.160432e-003 7.688744e+000 7.859941e+000
 82.40 8.354718e-012 1.139027e-003 1.552569e-005 1.154553e-003 7.733721e+000 7.839137e+000
 82.50 8.354718e-012 1.157135e-003 -8.413094e-006 1.148722e-003 7.875752e+000 7.818490e+000
 82.60 8.354714e-012 1.167830e-003 -2.453990e-005 1.143290e-003 7.967822e+000 7.800393e+000
 82.70 8.354717e-012 1.156442e-003 -1.810759e-005 1.138334e-003 7.909240e+000 7.785397e+000
 82.80 8.354717e-012 1.128716e-003 4.894005e-006 1.133610e-003 7.738294e+000 7.771846e+000
 82.90 8.354717e-012 1.105424e-003 2.331045e-005 1.128735e-003 7.596929e+000 7.757128e+000
 83.00 8.354717e-012 1.103255e-003 2.028495e-005 1.123540e-003 7.600324e+000 7.740067e+000
 83.10 8.354717e-012 1.119537e-003 -1.316615e-006 1.118221e-003 7.731088e+000 7.721995e+000
 83.20 8.354717e-012 1.134743e-003 -2.161659e-005 1.113126e-003 7.854959e+000 7.705324e+000
 83.30 8.354717e-012 1.130541e-003 -2.201660e-005 1.108525e-003 7.844702e+000 7.691931e+000
 83.40 8.354717e-012 1.106542e-003 -2.240560e-006 1.104302e-003 7.696620e+000 7.681036e+000
 83.50 8.354716e-012 1.080611e-003 1.949970e-005 1.100111e-003 7.534291e+000 7.670248e+000
 83.60 8.354716e-012 1.072384e-003 2.327428e-005 1.095659e-003 7.494850e+000 7.657513e+000
 83.70 8.354716e-012 1.085245e-003 5.706103e-006 1.090951e-003 7.602891e+000 7.642866e+000
 83.80 8.354716e-012 1.103302e-003 -1.700979e-005 1.086292e-003 7.747869e+000 7.628419e+000
 83.90 8.354716e-012 1.106051e-003 -2.403420e-005 1.082017e-003 7.785727e+000 7.616545e+000
 84.00 8.354713e-012 1.087223e-003 -9.005919e-006 1.078217e-003 7.671445e+000 7.607900e+000
 84.10 8.354715e-012 1.060437e-003 1.420270e-005 1.074639e-003 7.500266e+000 7.600719e+000
 84.20 8.354715e-012 1.046636e-003 2.428939e-005 1.070925e-003 7.420269e+000 7.592472e+000
 84.30 8.354715e-012 1.054840e-003 1.207358e-005 1.066914e-003 7.496213e+000 7.582014e+000
 84.40 8.354715e-012 1.073921e-003 -1.114380e-005 1.062777e-003 7.649924e+000 7.570543e+000
 84.50 8.354714e-012 1.082914e-003 -2.403897e-005 1.058875e-003 7.732278e+000 7.560634e+000
 84.60 8.354714e-012 1.070294e-003 -1.484932e-005 1.055445e-003 7.660268e+000 7.553989e+000
 84.70 8.354711e-012 1.044489e-003 7.898786e-006 1.052388e-003 7.493258e+000 7.549925e+000
 84.80 8.354714e-012 1.026075e-003 2.329835e-005 1.049374e-003 7.378550e+000 7.546089e+000
 84.90 8.354714e-012 1.028834e-003 1.727627e-005 1.046111e-003 7.415849e+000 7.540376e+000
 85.00 8.354714e-012 1.047145e-003 -4.541605e-006 1.042604e-003 7.565623e+000 7.532810e+000
 85.10 8.354713e-012 1.061232e-003 -2.208887e-005 1.039143e-003 7.685453e+000 7.525485e+000
 85.20 8.354713e-012 1.055385e-003 -1.931209e-005 1.036072e-003 7.661078e+000 7.520890e+000
 85.30 8.354713e-012 1.032316e-003 1.142781e-006 1.033459e-003 7.511228e+000 7.519543e+000
 85.40 8.354713e-012 1.010627e-003 2.044454e-005 1.031072e-003 7.370667e+000 7.519772e+000
 85.50 8.354713e-012 1.007642e-003 2.091782e-005 1.028560e-003 7.366117e+000 7.519031e+000
 85.60 8.354713e-012 1.023535e-003 2.226715e-006 1.025762e-003 7.499809e+000 7.516124e+000
 85.70 8.354709e-012 1.041256e-003 -1.840602e-005 1.022850e-003 7.647493e+000 7.512311e+000
 85.80 8.354709e-012 1.042243e-003 -2.206802e-005 1.020175e-003 7.672618e+000 7.510161e+000
 85.90 8.354708e-012 1.023445e-003 -5.494235e-006 1.017951e-003 7.551805e+000 7.511264e+000
 86.00 8.354708e-012 1.000084e-003 1.602379e-005 1.016108e-003 7.396625e+000 7.515136e+000
 86.10 8.354708e-012 9.915612e-004 2.274752e-005 1.014309e-003 7.350651e+000 7.519284e+000
 86.20 8.354708e-012 1.003675e-003 8.596241e-006 1.012271e-003 7.457748e+000 7.521621e+000
 86.30 8.354708e-012 1.023361e-003 -1.335439e-005 1.010007e-003 7.621676e+000 7.522217e+000
 86.40 8.354711e-012 1.030739e-003 -2.294989e-005 1.007789e-003 7.694423e+000 7.523103e+000
 86.50 8.354711e-012 1.017423e-003 -1.146823e-005 1.005955e-003 7.612615e+000 7.526807e+000
 86.60 8.354711e-012 9.941205e-004 1.045683e-005 1.004577e-003 7.455466e+000 7.533888e+000
 86.70 8.354711e-012 9.807353e-004 2.268074e-005 1.003416e-003 7.372079e+000 7.542567e+000
 86.80 8.354711e-012 9.880885e-004 1.405709e-005 1.002146e-003 7.444497e+000 7.550407e+000
 86.90 8.354708e-012 1.008002e-003 -7.397864e-006 1.000604e-003 7.612035e+000 7.556170e+000
 87.00 8.354710e-012 1.020906e-003 -2.195469e-005 9.989518e-004 7.727241e+000 7.561067e+000
 87.10 8.354710e-012 1.013853e-003 -1.631519e-005 9.975377e-004 7.691503e+000 7.567730e+000
 87.20 8.354711e-012 9.923261e-004 4.241400e-006 9.965674e-004 7.545488e+000 7.577739e+000
 87.30 8.354711e-012 9.751765e-004 2.079627e-005 9.959728e-004 7.432103e+000 7.590598e+000
 87.40 8.354710e-012 9.772275e-004 1.820098e-005 9.954284e-004 7.464806e+000 7.603839e+000
 87.50 8.354710e-012 9.957204e-004 -1.057038e-006 9.946633e-004 7.623484e+000 7.615391e+000
 87.60 8.354710e-012 1.012906e-003 -1.923702e-005 9.936686e-004 7.772794e+000 7.625174e+000
 87.70 8.354710e-012 1.012424e-003 -1.968577e-005 9.927385e-004 7.786848e+000 7.635439e+000
 87.80 8.354710e-012 9.942699e-004 -2.090618e-006 9.921793e-004 7.664668e+000 7.648552e+000
 87.90 8.354709e-012 9.747531e-004 1.731840e-005 9.920716e-004 7.531342e+000 7.665152e+000
 88.00 8.354709e-012 9.714351e-004 2.074541e-005 9.921805e-004 7.522793e+000 7.683446e+000
 88.10 8.354709e-012 9.870502e-004 5.140155e-006 9.921904e-004 7.661099e+000 7.700995e+000
 88.20 8.354709e-012 1.007028e-003 -1.508635e-005 9.919412e-004 7.833909e+000 7.716548e+000
 88.30 8.354709e-012 1.012968e-003 -2.136921e-005 9.915987e-004 7.898000e+000 7.731387e+000
 88.40 8.354708e-012 9.995054e-004 -8.029018e-006 9.914764e-004 7.810695e+000 7.747952e+000
 88.50 8.354708e-012 9.792089e-004 1.259402e-005 9.918029e-004 7.669409e+000 7.768048e+000
 88.60 8.354708e-012 9.709377e-004 2.155455e-005 9.924923e-004 7.621822e+000 7.791025e+000
 88.70 8.354708e-012 9.825327e-004 1.070538e-005 9.932382e-004 7.730263e+000 7.814490e+000
 88.80 8.354708e-012 1.003677e-003 -9.896338e-006 9.937803e-004 7.914433e+000 7.836396e+000
 88.90 8.354707e-012 1.015414e-003 -2.130640e-005 9.941082e-004 8.025034e+000 7.856646e+000
 89.00 8.354707e-012 1.007610e-003 -1.311737e-005 9.944929e-004 7.981281e+000 7.877378e+000
 89.10 8.354707e-012 9.881933e-004 7.050529e-006 9.952439e-004 7.845079e+000 7.901052e+000
 89.20 8.354707e-012 9.758017e-004 2.063877e-005 9.964404e-004 7.764102e+000 7.928317e+000
 89.30 8.354707e-012 9.826355e-004 1.522451e-005 9.978601e-004 7.836018e+000 7.957426e+000
 89.40 8.354707e-012 1.003298e-003 -4.118647e-006 9.991793e-004 8.018719e+000 7.985801e+000
 89.50 8.354707e-012 1.019835e-003 -1.957500e-005 1.000260e-003 8.169136e+000 8.012335e+000
 89.60 8.354706e-012 1.018239e-003 -1.699301e-005 1.001246e-003 8.174588e+000 8.038165e+000
 89.70 8.354706e-012 1.001300e-003 1.162739e-006 1.002463e-003 8.056548e+000 8.065904e+000
 89.80 8.354706e-012 9.859549e-004 1.814545e-005 1.004100e-003 7.950780e+000 8.097106e+000
 89.90 8.354706e-012 9.877138e-004 1.839382e-005 1.006108e-003 7.982713e+000 8.131372e+000
 90.00 8.354706e-012 1.006401e-003 1.770600e-006 1.008171e-003 8.151846e+000 8.166188e+000
 90.10 8.354706e-012 1.026426e-003 -1.638359e-005 1.010043e-003 8.332540e+000 8.199538e+000
 90.20 8.354706e-012 1.031117e-003 -1.940846e-005 1.011708e-003 8.389207e+000 8.231299e+000
 90.30 8.354706e-012 1.018048e-003 -4.611286e-006 1.013436e-003 8.301252e+000 8.263651e+000
 90.40 8.354705e-012 1.001185e-003 1.433343e-005 1.015518e-003 8.181843e+000 8.298978e+000
 90.50 8.354705e-012 9.980109e-004 2.002454e-005 1.018035e-003 8.173958e+000 8.337965e+000
 90.60 8.354701e-012 1.013455e-003 7.313610e-006 1.020769e-003 8.318804e+000 8.378837e+000
 90.70 8.354703e-012 1.035453e-003 -1.203835e-005 1.023415e-003 8.518146e+000 8.419113e+000
 90.80 8.354703e-012 1.046068e-003 -2.023941e-005 1.025828e-003 8.624451e+000 8.457585e+000
 90.90 8.354703e-012 1.037978e-003 -9.824546e-006 1.028153e-003 8.576615e+000 8.495437e+000
 91.00 8.354703e-012 1.021141e-003 9.550176e-006 1.030691e-003 8.456065e+000 8.535150e+000
 91.10 8.354703e-012 1.013598e-003 2.005770e-005 1.033656e-003 8.412062e+000 8.578525e+000
 91.20 8.354703e-012 1.024870e-003 1.210339e-005 1.036973e-003 8.524295e+000 8.624964e+000
 91.30 8.354703e-012 1.047267e-003 -6.918896e-006 1.040348e-003 8.729693e+000 8.672019e+000
 91.40 8.354702e-012 1.063022e-003 -1.949021e-005 1.043532e-003 8.880444e+000 8.717623e+000
 91.50 8.354703e-012 1.060630e-003 -1.410841e-005 1.046521e-003 8.879858e+000 8.761739e+000
 91.60 8.354699e-012 1.045375e-003 4.195949e-006 1.049571e-003 8.771278e+000 8.806484e+000
 91.70 8.354699e-012 1.034408e-003 1.855536e-005 1.052964e-003 8.698225e+000 8.854255e+000
 91.80 8.354702e-012 1.040962e-003 1.580820e-005 1.056770e-003 8.772434e+000 8.905653e+000
 91.90 8.354702e-012 1.062230e-003 -1.436940e-006 1.060793e-003 8.971183e+000 8.959048e+000
 92.00 8.354702e-012 1.082010e-003 -1.727758e-005 1.064733e-003 9.158135e+000 9.011898e+000
 92.10 8.354702e-012 1.085613e-003 -1.717779e-005 1.068435e-003 9.208615e+000 9.062906e+000
 92.20 8.354702e-012 1.073354e-003 -1.308449e-006 1.072046e-003 9.124412e+000 9.113290e+000
 92.30 8.354702e-012 1.060194e-003 1.568680e-005 1.075881e-003 9.032099e+000 9.165739e+000
 92.40 8.354702e-012 1.061910e-003 1.819572e-005 1.080106e-003 9.066336e+000 9.221686e+000
 92.50 8.354701e-012 1.080694e-003 3.985531e-006 1.084679e-003 9.246685e+000 9.280787e+000
 92.60 8.354701e-012 1.103123e-003 -1.381718e-005 1.089306e-003 9.459016e+000 9.340537e+000
 92.70 8.354701e-012 1.112588e-003 -1.884868e-005 1.093740e-003 9.560793e+000 9.398820e+000
 92.80 8.354701e-012 1.104528e-003 -6.547058e-006 1.097981e-003 9.512017e+000 9.455634e+000
 92.90 8.354701e-012 1.090560e-003 1.171135e-005 1.102272e-003 9.411984e+000 9.513058e+000
 93.00 8.354701e-012 1.087756e-003 1.913114e-005 1.106887e-003 9.408003e+000 9.573468e+000
 93.10 8.354701e-012 1.102957e-003 8.949021e-006 1.111906e-003 9.560002e+000 9.637569e+000
 93.20 8.354701e-012 1.126532e-003 -9.406842e-006 1.117126e-003 9.785331e+000 9.703621e+000
 93.30 8.354701e-012 1.141302e-003 -1.904262e-005 1.122259e-003 9.934909e+000 9.769145e+000
 93.40 8.354701e-012 1.138306e-003 -1.114573e-005 1.127161e-003 9.930084e+000 9.832854e+000
 93.50 8.354701e-012 1.124999e-003 6.954895e-006 1.131954e-003 9.835023e+000 9.895824e+000
 93.60 8.354700e-012 1.118366e-003 1.859096e-005 1.136957e-003 9.797956e+000 9.960830e+000
 93.70 8.354700e-012 1.129239e-003 1.310192e-005 1.142341e-003 9.914368e+000 1.002940e+001
 93.80 8.354700e-012 1.152444e-003 -4.400465e-006 1.148043e-003 1.013971e+001 1.010099e+001
 93.90 8.354700e-012 1.171577e-003 -1.778804e-005 1.153789e-003 1.033004e+001 1.017320e+001
 94.00 8.354700e-012 1.174126e-003 -1.478159e-005 1.159345e-003 1.037458e+001 1.024397e+001
 94.10 8.354695e-012 1.162905e-003 1.790757e-006 1.164696e-003 1.029730e+001 1.031316e+001
 94.20 8.354695e-012 1.153433e-003 1.665288e-005 1.170086e-003 1.023515e+001 1.038292e+001
 94.30 8.354699e-012 1.159622e-003 1.615828e-005 1.175781e-003 1.031193e+001 1.045562e+001
 94.40 8.354699e-012 1.181029e-003 8.218427e-007 1.181851e-003 1.052458e+001 1.053190e+001
 94.50 8.354698e-012 1.203316e-003 -1.521153e-005 1.188105e-003 1.074591e+001 1.061007e+001
 94.60 8.354698e-012 1.211473e-003 -1.721044e-005 1.194263e-003 1.084167e+001 1.068765e+001
 94.70 8.354698e-012 1.203569e-003 -3.391791e-006 1.200178e-003 1.079372e+001 1.076330e+001
 94.80 8.354697e-012 1.192489e-003 1.349330e-005 1.205983e-003 1.071695e+001 1.083821e+001
 94.90 8.354697e-012 1.194043e-003 1.791948e-005 1.211962e-003 1.075356e+001 1.091494e+001
 95.00 8.354697e-012 1.212429e-003 5.868002e-006 1.218297e-003 1.094217e+001 1.099513e+001
 95.10 8.354696e-012 1.236461e-003 -1.153167e-005 1.224930e-003 1.118257e+001 1.107828e+001
 95.20 8.354696e-012 1.249874e-003 -1.827595e-005 1.231598e-003 1.132765e+001 1.116202e+001
 95.30 8.354696e-012 1.246261e-003 -8.206851e-006 1.238054e-003 1.131865e+001 1.124412e+001
 95.40 8.354696e-012 1.234927e-003 9.367278e-006 1.244294e-003 1.123927e+001 1.132452e+001
 95.50 8.354696e-012 1.232268e-003 1.827641e-005 1.250545e-003 1.123859e+001 1.140528e+001
 95.60 8.354695e-012 1.246712e-003 1.036670e-005 1.257079e-003 1.139415e+001 1.148889e+001
 95.70 8.354695e-012 1.271005e-003 -7.040508e-006 1.263964e-003 1.164048e+001 1.157600e+001
 95.80 8.354695e-012 1.288923e-003 -1.792309e-005 1.271000e-003 1.182927e+001 1.166478e+001
 95.90 8.354695e-012 1.290223e-003 -1.230486e-005 1.277918e-003 1.186593e+001 1.175277e+001
 96.00 8.354695e-012 1.279987e-003 4.599103e-006 1.284586e-003 1.179636e+001 1.183874e+001
 96.10 8.354695e-012 1.273896e-003 1.722395e-005 1.291120e-003 1.176470e+001 1.192376e+001
 96.20 8.354695e-012 1.283809e-003 1.398768e-005 1.297797e-003 1.188093e+001 1.201038e+001
 96.30 8.354695e-012 1.306889e-003 -2.088575e-006 1.304801e-003 1.211969e+001 1.210032e+001
 96.40 8.354695e-012 1.328260e-003 -1.619579e-005 1.312064e-003 1.234347e+001 1.219296e+001
 96.50 8.354695e-012 1.334720e-003 -1.538355e-005 1.319337e-003 1.242925e+001 1.228599e+001
 96.60 8.354695e-012 1.326821e-003 -4.439628e-007 1.326377e-003 1.238131e+001 1.237716e+001
 96.70 8.354695e-012 1.318323e-003 1.485814e-005 1.333181e-003 1.232749e+001 1.246643e+001
 96.80 8.354695e-012 1.323501e-003 1.646772e-005 1.339968e-003 1.240152e+001 1.255583e+001
 96.90 8.354695e-012 1.344053e-003 2.946693e-006 1.346999e-003 1.262013e+001 1.264780e+001
 97.00 8.354690e-012 1.367577e-003 -1.324077e-005 1.354337e-003 1.286754e+001 1.274295e+001
 97.10 8.354693e-012 1.379024e-003 -1.722031e-005 1.361804e-003 1.300201e+001 1.283965e+001
 97.20 8.354693e-012 1.374494e-003 -5.373841e-006 1.369121e-003 1.298600e+001 1.293523e+001
 97.30 8.354688e-012 1.364786e-003 1.137448e-005 1.376161e-003 1.292083e+001 1.302852e+001
 97.40 8.354688e-012 1.365412e-003 1.762812e-005 1.383040e-003 1.295334e+001 1.312057e+001
 97.50 8.354692e-012 1.382347e-003 7.676372e-006 1.390023e-003 1.314093e+001 1.321391e+001
 97.60 8.354692e-012 1.406584e-003 -9.295751e-006 1.397289e-003 1.339878e+001 1.331023e+001
 97.70 8.354692e-012 1.422465e-003 -1.768372e-005 1.404781e-003 1.357784e+001 1.340904e+001
 97.80 8.354688e-012 1.422047e-003 -9.810111e-006 1.412237e-003 1.360165e+001 1.350782e+001
 97.90 8.354688e-012 1.412387e-003 7.048926e-006 1.419436e-003 1.353690e+001 1.360446e+001
 98.00 8.354688e-012 1.408984e-003 1.738847e-005 1.426372e-003 1.353188e+001 1.369888e+001
 98.10 8.354692e-012 1.421519e-003 1.173468e-005 1.433254e-003 1.368015e+001 1.379308e+001
 98.20 8.354692e-012 1.445011e-003 -4.676278e-006 1.440335e-003 1.393459e+001 1.388949e+001
 98.30 8.354692e-012 1.464423e-003 -1.674843e-005 1.447675e-003 1.415056e+001 1.398872e+001
 98.40 8.354692e-012 1.468513e-003 -1.341042e-005 1.455103e-003 1.421897e+001 1.408912e+001
 98.50 8.354692e-012 1.460118e-003 2.228167e-006 1.462346e-003 1.416643e+001 1.418805e+001
 98.60 8.354691e-012 1.453505e-003 1.577738e-005 1.469282e-003 1.413092e+001 1.428430e+001
 98.70 8.354691e-012 1.461211e-003 1.480677e-005 1.476018e-003 1.423466e+001 1.437891e+001
 98.80 8.354690e-012 1.482573e-003 2.473160e-007 1.482820e-003 1.447204e+001 1.447446e+001
 98.90 8.354690e-012 1.504349e-003 -1.449750e-005 1.489852e-003 1.471435e+001 1.457255e+001
 99.00 8.354690e-012 1.512952e-003 -1.589480e-005 1.497057e-003 1.482844e+001 1.467266e+001
 99.10 8.354689e-012 1.506897e-003 -2.701058e-006 1.504196e-003 1.479895e+001 1.477242e+001
 99.20 8.354689e-012 1.498105e-003 1.293339e-005 1.511039e-003 1.474231e+001 1.486959e+001
 99.30 8.354689e-012 1.500927e-003 1.665530e-005 1.517582e-003 1.479988e+001 1.496411e+001
 99.40 8.354689e-012 1.518943e-003 5.081460e-006 1.524024e-003 1.500770e+001 1.505791e+001
 99.50 8.354685e-012 1.541738e-003 -1.112075e-005 1.530617e-003 1.526359e+001 1.515349e+001
 99.60 8.354688e-012 1.554490e-003 -1.707210e-005 1.537418e-003 1.542079e+001 1.525143e+001
 99.70 8.354688e-012 1.551606e-003 -7.342034e-006 1.544263e-003 1.542310e+001 1.535012e+001
 99.80 8.354688e-012 1.541795e-003 9.096090e-006 1.550891e-003 1.535634e+001 1.544694e+001
 99.90 8.354688e-012 1.540027e-003 1.713996e-005 1.557167e-003 1.536949e+001 1.554054e+001
100.00 8.354688e-012 1.553769e-003 9.435227e-006 1.563204e-003 1.553769e+001 1.563204e+001
100.10 8.354688e-012 1.576154e-003 -6.901612e-006 1.569252e-003 1.579308e+001 1.572392e+001
100.20 8.354688e-012 1.592342e-003 -1.685803e-005 1.575484e-003 1.598717e+001 1.581792e+001
100.30 8.354688e-012 1.593161e-003 -1.131957e-005 1.581842e-003 1.602735e+001 1.591347e+001
100.40 8.354688e-012 1.583503e-003 4.584640e-006 1.588087e-003 1.596196e+001 1.600817e+001
100.50 8.354688e-012 1.577764e-003 1.623417e-005 1.593998e-003 1.593581e+001 1.609978e+001
100.60 8.354688e-012 1.586603e-003 1.295780e-005 1.599561e-003 1.605700e+001 1.618813e+001
100.70 8.354688e-012 1.607189e-003 -2.192400e-006 1.604997e-003 1.629768e+001 1.627545e+001
100.80 8.354687e-012 1.625807e-003 -1.528446e-005 1.610523e-003 1.651924e+001 1.636395e+001
100.90 8.354687e-012 1.630519e-003 -1.431635e-005 1.616203e-003 1.660001e+001 1.645426e+001
101.00 8.354687e-012 1.622103e-003 -2.228932e-007 1.621880e-003 1.654708e+001 1.654480e+001
101.10 8.354686e-012 1.613268e-003 1.402887e-005 1.627296e-003 1.648955e+001 1.663294e+001
101.20 8.354685e-012 1.616958e-003 1.536910e-005 1.632327e-003 1.655998e+001 1.671738e+001
101.30 8.354685e-012 1.634462e-003 2.611542e-006 1.637073e-003 1.677234e+001 1.679914e+001
101.40 8.354682e-012 1.654281e-003 -1.249753e-005 1.641783e-003 1.700925e+001 1.688075e+001
