Correlation function xi(r) calculated from lcdm_z0.matter_pk within r = [0.000000, 120.000000]

r : scale; xi_1 : integral between 0 and k_min; xi_2 : integral within data range; xi_3 : integral from k_max to +INF

    r        xi_1         xi_2         xi_3          xi       r^2*xi_2      r^2*xi
  0.00 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000 -1.#IND00e+000
 50.00 8.354757e-012 1.056964e-002 -6.096944e-005 1.050867e-002 2.642409e+001 2.627167e+001
 50.10 8.354757e-012 1.043836e-002 -7.075442e-006 1.043129e-002 2.620040e+001 2.618264e+001
 50.20 8.354753e-012 1.030272e-002 5.280425e-005 1.035553e-002 2.596327e+001 2.609634e+001
 50.30 8.354757e-012 1.021683e-002 6.383337e-005 1.028067e-002 2.584951e+001 2.601102e+001
 50.40 8.354757e-012 1.018932e-002 1.636375e-005 1.020569e-002 2.588251e+001 2.592407e+001
 50.50 8.354757e-012 1.017585e-002 -4.564551e-005 1.013021e-002 2.595097e+001 2.583456e+001
 50.60 8.354757e-012 1.012015e-002 -6.533074e-005 1.005482e-002 2.591122e+001 2.574396e+001
 50.70 8.354757e-012 1.000556e-002 -2.506327e-005 9.980496e-003 2.571919e+001 2.565477e+001
 50.80 8.354757e-012 9.870028e-003 3.777170e-005 9.907800e-003 2.547099e+001 2.556846e+001
 50.90 8.354757e-012 9.770961e-003 6.547660e-005 9.836438e-003 2.531471e+001 2.548434e+001
 51.00 8.354757e-012 9.732350e-003 3.301523e-005 9.765365e-003 2.531384e+001 2.539971e+001
 51.10 8.354757e-012 9.723236e-003 -2.936337e-005 9.693872e-003 2.538941e+001 2.531273e+001
 51.20 8.354757e-012 9.686385e-003 -6.430738e-005 9.622077e-003 2.539228e+001 2.522370e+001
 51.30 8.354757e-012 9.590898e-003 -4.008352e-005 9.550815e-003 2.524027e+001 2.513478e+001
 51.40 8.354757e-012 9.460352e-003 2.060943e-005 9.480962e-003 2.499387e+001 2.504832e+001
 51.50 8.354757e-012 9.350737e-003 6.189127e-005 9.412628e-003 2.480049e+001 2.496464e+001
 51.60 8.354757e-012 9.298951e-003 4.615488e-005 9.345106e-003 2.475901e+001 2.488190e+001
 51.70 8.354757e-012 9.289120e-003 -1.168931e-005 9.277431e-003 2.482880e+001 2.479755e+001
 51.80 8.354757e-012 9.267587e-003 -5.831366e-005 9.209273e-003 2.486716e+001 2.471069e+001
 51.90 8.354757e-012 9.192267e-003 -5.113963e-005 9.141127e-003 2.476038e+001 2.462263e+001
 52.00 8.354756e-012 9.071202e-003 2.787246e-006 9.073989e-003 2.452853e+001 2.453607e+001
 52.10 8.354756e-012 8.954693e-003 5.368332e-005 9.008376e-003 2.430671e+001 2.445242e+001
 52.20 8.354756e-012 8.888980e-003 5.497729e-005 8.943957e-003 2.422105e+001 2.437085e+001
 52.30 8.354756e-012 8.873892e-003 5.922599e-006 8.879814e-003 2.427267e+001 2.428887e+001
 52.40 8.354756e-012 8.863364e-003 -4.812385e-005 8.815240e-003 2.433667e+001 2.420454e+001
 52.50 8.354756e-012 8.807953e-003 -5.762684e-005 8.750326e-003 2.427692e+001 2.411809e+001
 52.60 8.354756e-012 8.700166e-003 -1.427609e-005 8.685890e-003 2.407127e+001 2.403177e+001
 52.70 8.354756e-012 8.581006e-003 4.177028e-005 8.622777e-003 2.383194e+001 2.394795e+001
 52.80 8.354756e-012 8.501995e-003 5.907354e-005 8.561069e-003 2.370220e+001 2.386689e+001
 52.90 8.354756e-012 8.477978e-003 2.211975e-005 8.500098e-003 2.372486e+001 2.378676e+001
 53.00 8.354756e-012 8.473746e-003 -3.477363e-005 8.438972e-003 2.380275e+001 2.370507e+001
 53.10 8.354756e-012 8.436649e-003 -5.932543e-005 8.377324e-003 2.378806e+001 2.362078e+001
 53.20 8.354751e-012 8.345012e-003 -2.932258e-005 8.315689e-003 2.361839e+001 2.353540e+001
 53.30 8.354751e-012 8.227681e-003 2.728530e-005 8.254966e-003 2.337394e+001 2.345145e+001
 53.40 8.354751e-012 8.137236e-003 5.841707e-005 8.195654e-003 2.320382e+001 2.337040e+001
 53.50 8.354751e-012 8.101695e-003 3.576303e-005 8.137458e-003 2.318908e+001 2.329144e+001
 53.60 8.354754e-012 8.098974e-003 -1.946489e-005 8.079509e-003 2.326803e+001 2.321211e+001
 53.70 8.354754e-012 8.077515e-003 -5.639645e-005 8.021119e-003 2.329305e+001 2.313042e+001
 53.80 8.354754e-012 8.003717e-003 -4.134277e-005 7.962375e-003 2.316628e+001 2.304662e+001
 53.90 8.354754e-012 7.892572e-003 1.147292e-005 7.904045e-003 2.292958e+001 2.296291e+001
 54.00 8.354754e-012 7.793605e-003 5.333766e-005 7.846942e-003 2.272615e+001 2.288168e+001
 54.10 8.354754e-012 7.745172e-003 4.597984e-005 7.791152e-003 2.266865e+001 2.280322e+001
 54.20 8.354754e-012 7.739509e-003 -3.460120e-006 7.736049e-003 2.273589e+001 2.272573e+001
 54.30 8.354753e-012 7.730095e-003 -4.932602e-005 7.680769e-003 2.279211e+001 2.264667e+001
 54.40 8.354753e-012 7.674584e-003 -4.960980e-005 7.624974e-003 2.271186e+001 2.256504e+001
 54.50 8.354753e-012 7.573558e-003 -4.418981e-006 7.569139e-003 2.249536e+001 2.248223e+001
 54.60 8.354753e-012 7.469690e-003 4.446473e-005 7.514155e-003 2.226834e+001 2.240090e+001
 54.70 8.354753e-012 7.408286e-003 5.219895e-005 7.460485e-003 2.216626e+001 2.232244e+001
 54.80 8.354753e-012 7.395833e-003 1.202057e-005 7.407854e-003 2.220998e+001 2.224608e+001
 54.90 8.354753e-012 7.394304e-003 -3.886708e-005 7.355437e-003 2.228651e+001 2.216936e+001
 55.00 8.354753e-012 7.356289e-003 -5.372303e-005 7.302566e-003 2.225278e+001 2.209026e+001
 55.10 8.354753e-012 7.268556e-003 -1.921002e-005 7.249346e-003 2.206741e+001 2.200909e+001
 55.20 8.354753e-012 7.163822e-003 3.265550e-005 7.196477e-003 2.182845e+001 2.192795e+001
 55.30 8.354753e-012 7.090574e-003 5.418300e-005 7.144757e-003 2.168361e+001 2.184931e+001
 55.40 8.354753e-012 7.068398e-003 2.586235e-005 7.094261e-003 2.169405e+001 2.177342e+001
 55.50 8.354753e-012 7.070365e-003 -2.596130e-005 7.044404e-003 2.177849e+001 2.169852e+001
 55.60 8.354752e-012 7.047937e-003 -5.359309e-005 6.994344e-003 2.178771e+001 2.162203e+001
 55.70 8.354752e-012 6.975634e-003 -3.187259e-005 6.943762e-003 2.164184e+001 2.154295e+001
 55.80 8.354752e-012 6.874224e-003 1.891931e-005 6.893144e-003 2.140386e+001 2.146277e+001
 55.90 8.354752e-012 6.791301e-003 5.199222e-005 6.843293e-003 2.122153e+001 2.138399e+001
 56.00 8.354752e-012 6.757530e-003 3.713998e-005 6.794671e-003 2.119162e+001 2.130809e+001
 56.10 8.354752e-012 6.758709e-003 -1.166960e-005 6.747040e-003 2.127108e+001 2.123435e+001
 56.20 8.354752e-012 6.748990e-003 -4.943115e-005 6.699559e-003 2.131628e+001 2.116016e+001
 56.30 8.354752e-012 6.693223e-003 -4.158563e-005 6.651638e-003 2.121544e+001 2.108363e+001
 56.40 8.354752e-012 6.598994e-003 4.351760e-006 6.603345e-003 2.099114e+001 2.100498e+001
 56.50 8.354752e-012 6.509416e-003 4.597811e-005 6.555394e-003 2.077968e+001 2.092646e+001
 56.60 8.354752e-012 6.463361e-003 4.514287e-005 6.508504e-003 2.070576e+001 2.085038e+001
 56.70 8.354750e-012 6.459851e-003 2.902192e-006 6.462753e-003 2.076771e+001 2.077704e+001
 56.80 8.354750e-012 6.459308e-003 -4.171550e-005 6.417593e-003 2.083928e+001 2.070469e+001
 56.90 8.354750e-012 6.419984e-003 -4.776574e-005 6.372218e-003 2.078541e+001 2.063076e+001
 57.00 8.354750e-012 6.336299e-003 -9.956997e-006 6.326342e-003 2.058663e+001 2.055429e+001
 57.10 8.354747e-012 6.243659e-003 3.673700e-005 6.280396e-003 2.035689e+001 2.047667e+001
 57.20 8.354750e-012 6.185717e-003 4.942328e-005 6.235141e-003 2.023868e+001 2.040038e+001
 57.30 8.354750e-012 6.174385e-003 1.668598e-005 6.191071e-003 2.027229e+001 2.032708e+001
 57.40 8.354750e-012 6.179041e-003 -3.115110e-005 6.147890e-003 2.035846e+001 2.025582e+001
 57.50 8.354747e-012 6.154973e-003 -5.010120e-005 6.104872e-003 2.034988e+001 2.018423e+001
 57.60 8.354747e-012 6.084376e-003 -2.296916e-005 6.061406e-003 2.018650e+001 2.011029e+001
 57.70 8.354746e-012 5.992505e-003 2.506753e-005 6.017572e-003 1.995079e+001 2.003424e+001
 57.80 8.354746e-012 5.924223e-003 4.980545e-005 5.974029e-003 1.979188e+001 1.995827e+001
 57.90 8.354746e-012 5.902770e-003 2.869604e-005 5.931465e-003 1.978850e+001 1.988471e+001
 58.00 8.354746e-012 5.908609e-003 -1.861055e-005 5.889998e-003 1.987656e+001 1.981395e+001
 58.10 8.354749e-012 5.897621e-003 -4.855435e-005 5.849066e-003 1.990807e+001 1.974417e+001
 58.20 8.354749e-012 5.841692e-003 -3.377199e-005 5.807920e-003 1.978721e+001 1.967282e+001
 58.30 8.354749e-012 5.754353e-003 1.190521e-005 5.766258e-003 1.955841e+001 1.959887e+001
 58.40 8.354749e-012 5.678121e-003 4.639022e-005 5.724511e-003 1.936557e+001 1.952379e+001
 58.50 8.354749e-012 5.645298e-003 -2.276717e-003 3.368582e-003 1.931962e+001 1.152813e+001
 58.60 8.354748e-012 5.648514e-003 1.299107e-003 6.947622e-003 1.939677e+001 2.385785e+001
 58.70 8.354748e-012 5.647633e-003 -4.336170e-005 5.604271e-003 1.945999e+001 1.931058e+001
 58.80 8.354748e-012 5.606906e-003 -4.163718e-005 5.565268e-003 1.938554e+001 1.924158e+001
 58.90 8.354748e-012 5.527526e-003 -2.103083e-003 3.424442e-003 1.917615e+001 1.188011e+001
 59.00 8.354746e-012 5.446426e-003 3.953996e-005 5.485965e-003 1.895901e+001 1.909665e+001
 59.10 8.354746e-012 5.402084e-003 4.429891e-005 5.446383e-003 1.886845e+001 1.902318e+001
 59.20 8.354746e-012 5.399330e-003 8.392029e-006 5.407722e-003 1.892271e+001 1.895212e+001
 59.30 8.354744e-012 5.405098e-003 8.135218e-003 1.354032e-002 1.900697e+001 4.761439e+001
 59.40 8.354744e-012 5.379009e-003 -1.299478e-002 -7.615773e-003 1.897908e+001 -2.687119e+001
 59.50 8.354744e-012 5.310394e-003 -1.479233e-005 5.295602e-003 1.880012e+001 1.874776e+001
 59.60 8.354744e-012 5.227879e-003 2.187148e-003 7.415027e-003 1.857026e+001 2.633936e+001
 59.70 8.354748e-012 5.172887e-003 4.688587e-005 5.219773e-003 1.843664e+001 1.860374e+001
 59.80 8.354748e-012 5.161609e-003 2.080559e-005 5.182415e-003 1.845812e+001 1.853252e+001
 59.90 8.354748e-012 5.170306e-003 -2.421381e-005 5.146092e-003 1.855111e+001 1.846423e+001
 60.00 8.354748e-012 5.157336e-003 -3.589027e-003 1.568309e-003 1.856641e+001 5.645914e+000
 60.10 8.354748e-012 5.101454e-003 -2.631644e-005 5.075137e-003 1.842650e+001 1.833145e+001
 60.20 8.354748e-012 5.021110e-003 1.816585e-005 5.039276e-003 1.819670e+001 1.826254e+001
 60.30 8.354748e-012 4.957282e-003 4.575475e-005 5.003036e-003 1.802512e+001 1.819149e+001
 60.40 8.354748e-012 4.935783e-003 1.864984e-003 6.800767e-003 1.800653e+001 2.481029e+001
 60.50 8.354748e-012 4.943728e-003 -1.185300e-005 4.931875e-003 1.809528e+001 1.805189e+001
 60.60 8.354747e-012 4.941529e-003 -4.385245e-005 4.897676e-003 1.814707e+001 1.798603e+001
 60.70 8.354747e-012 4.899435e-003 -3.545610e-005 4.863979e-003 1.805192e+001 1.792128e+001
 60.80 8.354747e-012 4.824631e-003 5.394763e-006 4.830026e-003 1.783492e+001 1.785487e+001
 60.90 8.354747e-012 4.754521e-003 4.107130e-005 4.795592e-003 1.763362e+001 1.778594e+001
 61.00 8.354746e-012 4.722125e-003 3.891257e-005 4.761038e-003 1.757103e+001 1.771582e+001
 61.10 8.354746e-012 4.725956e-003 1.077270e-006 4.727033e-003 1.764299e+001 1.764701e+001
 61.20 8.354746e-012 4.731555e-003 -3.754439e-005 4.694010e-003 1.772175e+001 1.758113e+001
 61.30 8.354746e-012 4.703283e-003 -4.154269e-005 4.661740e-003 1.767348e+001 1.751737e+001
 61.40 8.354746e-012 4.637006e-003 -7.433317e-006 4.629573e-003 1.748133e+001 1.745331e+001
 61.50 8.354746e-012 4.563647e-003 3.330792e-005 4.596955e-003 1.726086e+001 1.738683e+001
 61.60 8.354746e-012 4.520652e-003 4.329958e-005 4.563952e-003 1.715389e+001 1.731819e+001
 61.70 8.354746e-012 4.517612e-003 1.354789e-005 4.531160e-003 1.719805e+001 1.724963e+001
 61.80 8.354742e-012 4.527638e-003 -2.846444e-005 4.499174e-003 1.729214e+001 1.718342e+001
 61.90 8.354742e-012 4.512280e-003 -4.416516e-005 4.468115e-003 1.728930e+001 1.712007e+001
 62.00 8.354742e-012 4.456787e-003 -1.930400e-005 4.437483e-003 1.713189e+001 1.705769e+001
 62.10 8.354741e-012 4.383513e-003 2.311716e-005 4.406630e-003 1.690462e+001 1.699377e+001
 62.20 8.354742e-012 4.331141e-003 4.412637e-005 4.375268e-003 1.675649e+001 1.692721e+001
 62.30 8.354742e-012 4.319203e-003 2.458475e-005 4.343787e-003 1.676408e+001 1.685950e+001
 62.40 8.354742e-012 4.330214e-003 -1.738467e-005 4.312830e-003 1.686082e+001 1.679312e+001
 62.50 8.354742e-012 4.325987e-003 -4.319707e-005 4.282790e-003 1.689839e+001 1.672965e+001
 62.60 8.354741e-012 4.282762e-003 -2.928855e-005 4.253473e-003 1.678311e+001 1.666834e+001
 62.70 8.354741e-012 4.212837e-003 1.138244e-005 4.224219e-003 1.656188e+001 1.660663e+001
 62.80 8.354741e-012 4.153135e-003 4.140315e-005 4.194538e-003 1.637930e+001 1.654259e+001
 62.90 8.354741e-012 4.131154e-003 3.332811e-005 4.164482e-003 1.634454e+001 1.647640e+001
 63.00 8.354741e-012 4.139837e-003 -5.239376e-006 4.134598e-003 1.643101e+001 1.641022e+001
 63.10 8.354744e-012 4.144287e-003 -3.879822e-005 4.105488e-003 1.650093e+001 1.634645e+001
 63.20 8.354744e-012 4.113867e-003 -3.662844e-005 4.077239e-003 1.643177e+001 1.628547e+001
 63.30 8.354744e-012 4.050310e-003 -9.158416e-007 4.049394e-003 1.622915e+001 1.622548e+001
 63.40 8.354744e-012 3.985891e-003 3.543877e-005 4.021330e-003 1.602153e+001 1.616398e+001
 63.50 8.354744e-012 3.953643e-003 3.912898e-005 3.992772e-003 1.594208e+001 1.609986e+001
 63.60 8.354744e-012 3.957134e-003 6.956211e-006 3.964090e-003 1.600645e+001 1.603458e+001
 63.70 8.354739e-012 3.967283e-003 -3.140873e-005 3.935874e-003 1.609801e+001 1.597056e+001
 63.80 8.354739e-012 3.949326e-003 -4.078991e-005 3.908536e-003 1.607549e+001 1.590946e+001
 63.90 8.354742e-012 3.894641e-003 -1.275698e-005 3.881884e-003 1.590264e+001 1.585055e+001
 64.00 8.354742e-012 3.828479e-003 2.679944e-005 3.855279e-003 1.568145e+001 1.579122e+001
 64.10 8.354742e-012 3.786679e-003 4.158832e-005 3.828267e-003 1.555874e+001 1.572962e+001
 64.20 8.354742e-012 3.782661e-003 1.820482e-005 3.800865e-003 1.559076e+001 1.566580e+001
 64.30 8.354742e-012 3.795342e-003 -2.171834e-005 3.773623e-003 1.569180e+001 1.560201e+001
 64.40 8.354742e-012 3.788628e-003 -4.152082e-005 3.747107e-003 1.571281e+001 1.554060e+001
 64.50 8.354742e-012 3.744602e-003 -2.318549e-005 3.721417e-003 1.557848e+001 1.548202e+001
 64.60 8.354742e-012 3.679824e-003 1.627393e-005 3.696098e-003 1.535649e+001 1.542441e+001
 64.70 8.354742e-012 3.629952e-003 4.059993e-005 3.670552e-003 1.519530e+001 1.536526e+001
 64.80 8.354742e-012 3.616926e-003 2.760502e-005 3.644531e-003 1.518762e+001 1.530353e+001
 64.90 8.354742e-012 3.628953e-003 -1.058986e-005 3.618363e-003 1.528519e+001 1.524058e+001
 65.00 8.354742e-012 3.631511e-003 -3.886150e-005 3.592650e-003 1.534313e+001 1.517895e+001
 65.10 8.354742e-012 3.599138e-003 -3.138253e-005 3.567756e-003 1.525318e+001 1.512018e+001
 65.20 8.354742e-012 3.538726e-003 4.785772e-006 3.543512e-003 1.504327e+001 1.506361e+001
 65.30 8.354742e-012 3.482954e-003 3.635529e-005 3.519309e-003 1.485163e+001 1.500665e+001
 65.40 8.354742e-012 3.460242e-003 3.444529e-005 3.494687e-003 1.480001e+001 1.494734e+001
 65.50 8.354741e-012 3.468693e-003 1.011026e-006 3.469704e-003 1.488156e+001 1.488590e+001
 65.60 8.354741e-012 3.477996e-003 -3.314399e-005 3.444852e-003 1.496707e+001 1.482444e+001
 65.70 8.354737e-012 3.457435e-003 -3.674410e-005 3.420691e-003 1.492398e+001 1.476538e+001
 65.80 8.354737e-012 3.403978e-003 -6.680593e-006 3.397297e-003 1.473800e+001 1.470907e+001
 65.90 8.354736e-012 3.344945e-003 2.931150e-005 3.374257e-003 1.452646e+001 1.465376e+001
 66.00 8.354736e-012 3.312764e-003 3.824464e-005 3.351009e-003 1.443040e+001 1.459699e+001
 66.10 8.354736e-012 3.315165e-003 1.210947e-005 3.327275e-003 1.448465e+001 1.453756e+001
 66.20 8.354736e-012 3.328340e-003 -2.494660e-005 3.303393e-003 1.458625e+001 1.447692e+001
 66.30 8.354737e-012 3.318865e-003 -3.892867e-005 3.279936e-003 1.458870e+001 1.441758e+001
 66.40 8.354737e-012 3.274451e-003 -1.718230e-005 3.257269e-003 1.443693e+001 1.436117e+001
 66.50 8.354737e-012 3.215046e-003 2.015495e-005 3.235201e-003 1.421774e+001 1.430687e+001
 66.60 8.354735e-012 3.174376e-003 3.880083e-005 3.213177e-003 1.408013e+001 1.425224e+001
 66.70 8.354734e-012 3.168934e-003 2.180608e-005 3.190740e-003 1.409824e+001 1.419525e+001
 66.80 8.354734e-012 3.182980e-003 -1.504295e-005 3.167937e-003 1.420322e+001 1.413609e+001
 66.90 8.354734e-012 3.183142e-003 -3.787778e-005 3.145264e-003 1.424650e+001 1.407697e+001
 67.00 8.354734e-012 3.149109e-003 -2.588831e-005 3.123221e-003 1.413635e+001 1.402014e+001
 67.10 8.354734e-012 3.092214e-003 9.722918e-006 3.101937e-003 1.392242e+001 1.396619e+001
 67.20 8.354734e-012 3.044783e-003 3.619879e-005 3.080982e-003 1.374975e+001 1.391322e+001
 67.30 8.354734e-012 3.030444e-003 2.935810e-005 3.059802e-003 1.372576e+001 1.385873e+001
 67.40 8.354739e-012 3.042480e-003 -4.314470e-006 3.038166e-003 1.382126e+001 1.380166e+001
 67.50 8.354739e-012 3.050185e-003 -3.381210e-005 3.016373e-003 1.389741e+001 1.374335e+001
 67.60 8.354739e-012 3.027127e-003 -3.215644e-005 2.994970e-003 1.383324e+001 1.368629e+001
 67.70 8.354739e-012 2.975393e-003 -1.072798e-006 2.974320e-003 1.363709e+001 1.363217e+001
 67.80 8.354739e-012 2.923456e-003 3.078551e-005 2.954242e-003 1.343866e+001 1.358018e+001
 67.90 8.354739e-012 2.899964e-003 3.424037e-005 2.934204e-003 1.337002e+001 1.352788e+001
 68.00 8.354739e-012 2.907450e-003 6.322794e-006 2.913773e-003 1.344405e+001 1.347328e+001
 68.10 8.354739e-012 2.920162e-003 -2.719425e-005 2.892968e-003 1.354257e+001 1.341646e+001
 68.20 8.354739e-012 2.907864e-003 -3.558348e-005 2.872280e-003 1.352517e+001 1.335966e+001
 68.30 8.354739e-012 2.863534e-003 -1.133291e-005 2.852202e-003 1.335807e+001 1.330521e+001
 68.40 8.354738e-012 2.809697e-003 2.312825e-005 2.832825e-003 1.314534e+001 1.325354e+001
 68.50 8.354738e-012 2.777592e-003 3.617503e-005 2.813767e-003 1.303316e+001 1.320290e+001
 68.60 8.354738e-012 2.778488e-003 1.600755e-005 2.794496e-003 1.307545e+001 1.315078e+001
 68.70 8.354738e-012 2.793453e-003 -1.867960e-005 2.774773e-003 1.318423e+001 1.309607e+001
 68.80 8.354738e-012 2.790905e-003 -3.602242e-005 2.754882e-003 1.321058e+001 1.304007e+001
 68.90 8.354738e-012 2.755625e-003 -2.025440e-005 2.735371e-003 1.308153e+001 1.298538e+001
 69.00 8.354738e-012 2.702625e-003 1.395162e-005 2.716577e-003 1.286720e+001 1.293362e+001
 69.10 8.354738e-012 2.663179e-003 3.514322e-005 2.698322e-003 1.271617e+001 1.288397e+001
 69.20 8.354737e-012 2.656101e-003 2.400243e-005 2.680104e-003 1.271911e+001 1.283405e+001
 69.30 8.354737e-012 2.670535e-003 -9.046323e-006 2.661489e-003 1.282522e+001 1.278177e+001
 69.40 8.354737e-012 2.676100e-003 -3.357816e-005 2.642522e-003 1.288906e+001 1.272734e+001
 69.50 8.354737e-012 2.650825e-003 -2.718449e-005 2.623641e-003 1.280415e+001 1.267284e+001
 69.60 8.354737e-012 2.601281e-003 4.065127e-006 2.605346e-003 1.260102e+001 1.262071e+001
 69.70 8.354736e-012 2.556352e-003 3.137381e-005 2.587726e-003 1.241899e+001 1.257140e+001
 69.80 8.354732e-012 2.540659e-003 2.975117e-005 2.570410e-003 1.237819e+001 1.252314e+001
 69.90 8.354732e-012 2.551985e-003 8.852032e-007 2.552870e-003 1.246902e+001 1.247335e+001
 70.00 8.354732e-012 2.563492e-003 -2.859120e-005 2.534901e-003 1.256111e+001 1.242102e+001
 70.10 8.354732e-012 2.548427e-003 -3.166914e-005 2.516757e-003 1.252299e+001 1.236737e+001
 70.20 8.354731e-012 2.504685e-003 -5.711127e-006 2.498974e-003 1.234319e+001 1.231504e+001
 70.30 8.354731e-012 2.456558e-003 2.530078e-005 2.481859e-003 1.214053e+001 1.226557e+001
 70.40 8.354732e-012 2.432365e-003 3.291361e-005 2.465278e-003 1.205519e+001 1.221831e+001
 70.50 8.354734e-012 2.438399e-003 1.031513e-005 2.448715e-003 1.211945e+001 1.217072e+001
 70.60 8.354734e-012 2.453356e-003 -2.158019e-005 2.431776e-003 1.222841e+001 1.212085e+001
 70.70 8.354734e-012 2.447956e-003 -3.348063e-005 2.414476e-003 1.223608e+001 1.206873e+001
 70.80 8.354734e-012 2.411875e-003 -1.461368e-005 2.397262e-003 1.208986e+001 1.201661e+001
 70.90 8.354734e-012 2.363098e-003 1.751592e-005 2.380614e-003 1.187885e+001 1.196690e+001
 71.00 8.354734e-012 2.331225e-003 3.337149e-005 2.364597e-003 1.175171e+001 1.191993e+001
 71.10 8.354734e-012 2.330339e-003 1.853332e-005 2.348872e-003 1.178035e+001 1.187404e+001
 71.20 8.354734e-012 2.346122e-003 -1.319234e-005 2.332930e-003 1.189352e+001 1.182665e+001
 71.30 8.354734e-012 2.349165e-003 -3.260978e-005 2.316555e-003 1.194243e+001 1.177665e+001
 71.40 8.354730e-012 2.322027e-003 -2.200180e-005 2.300025e-003 1.183760e+001 1.172544e+001
 71.50 8.354730e-012 2.275115e-003 8.705311e-006 2.283821e-003 1.163096e+001 1.167546e+001
 71.60 8.354730e-012 2.237042e-003 3.122602e-005 2.268268e-003 1.146833e+001 1.162841e+001
 71.70 8.354730e-012 2.228248e-003 2.496783e-005 2.253216e-003 1.145518e+001 1.158354e+001
 71.80 8.354733e-012 2.242324e-003 -4.143347e-006 2.238181e-003 1.155972e+001 1.153836e+001
 71.90 8.354733e-012 2.252043e-003 -2.926075e-005 2.222782e-003 1.164218e+001 1.149092e+001
 72.00 8.354733e-012 2.234413e-003 -2.738244e-005 2.207031e-003 1.158320e+001 1.144125e+001
 72.10 8.354733e-012 2.191766e-003 -4.062617e-007 2.191359e-003 1.139370e+001 1.139158e+001
 72.20 8.354733e-012 2.149449e-003 2.676567e-005 2.176215e-003 1.120474e+001 1.134426e+001
 72.30 8.354733e-012 2.132475e-003 2.921318e-005 2.161688e-003 1.114707e+001 1.129977e+001
 72.40 8.354733e-012 2.142574e-003 4.851987e-006 2.147426e-003 1.123086e+001 1.125629e+001
 72.50 8.354733e-012 2.156770e-003 -2.380340e-005 2.132966e-003 1.133652e+001 1.121140e+001
 72.60 8.354732e-012 2.148529e-003 -3.044347e-005 2.118086e-003 1.132438e+001 1.116392e+001
 72.70 8.354732e-012 2.112155e-003 -9.116954e-006 2.103038e-003 1.116335e+001 1.111516e+001
 72.80 8.354732e-012 2.067866e-003 2.044036e-005 2.088307e-003 1.095936e+001 1.106769e+001
 72.90 8.354732e-012 2.043147e-003 3.105901e-005 2.074206e-003 1.085812e+001 1.102318e+001
 73.00 8.354728e-012 2.047455e-003 1.311842e-005 2.060574e-003 1.091089e+001 1.098080e+001
 73.10 8.354728e-012 2.063707e-003 -1.674600e-005 2.046961e-003 1.102764e+001 1.093816e+001
 73.20 8.354727e-012 2.064060e-003 -3.106375e-005 2.032996e-003 1.105973e+001 1.089328e+001
 73.30 8.354730e-012 2.035477e-003 -1.679075e-005 2.018686e-003 1.093639e+001 1.084618e+001
 73.40 8.354730e-012 1.991646e-003 1.280252e-005 2.004449e-003 1.073011e+001 1.079909e+001
 73.50 8.354730e-012 1.960231e-003 3.047060e-005 1.990702e-003 1.058966e+001 1.075427e+001
 73.60 8.354730e-012 1.957491e-003 2.007368e-005 1.977565e-003 1.060365e+001 1.071239e+001
 73.70 8.354729e-012 1.973372e-003 -8.682545e-006 1.964689e-003 1.071874e+001 1.067158e+001
 73.80 8.354729e-012 1.980904e-003 -2.930309e-005 1.951601e-003 1.078887e+001 1.062928e+001
 73.90 8.354729e-012 1.961021e-003 -2.290911e-005 1.938112e-003 1.070955e+001 1.058444e+001
 74.00 8.354729e-012 1.919983e-003 4.473019e-006 1.924456e-003 1.051383e+001 1.053832e+001
 74.10 8.354729e-012 1.883511e-003 2.759339e-005 1.911104e-003 1.034200e+001 1.049351e+001
 74.20 8.354729e-012 1.873093e-003 2.525779e-005 1.898351e-003 1.031257e+001 1.045163e+001
 74.30 8.354729e-012 1.886298e-003 -2.509694e-007 1.886047e-003 1.041329e+001 1.041191e+001
 74.40 8.354729e-012 1.899156e-003 -2.538586e-005 1.873770e-003 1.051251e+001 1.037199e+001
 74.50 8.354729e-012 1.888221e-003 -2.708022e-005 1.861141e-003 1.048010e+001 1.032980e+001
 74.60 8.354725e-012 1.852083e-003 -3.907556e-006 1.848176e-003 1.030714e+001 1.028539e+001
 74.70 8.354729e-012 1.812551e-003 2.272680e-005 1.835278e-003 1.011420e+001 1.024101e+001
 74.80 8.354729e-012 1.794503e-003 2.835473e-005 1.822858e-003 1.004032e+001 1.019896e+001
 74.90 8.354729e-012 1.803093e-003 7.921015e-006 1.811014e-003 1.011537e+001 1.015981e+001
 75.00 8.354729e-012 1.819100e-003 -1.967644e-005 1.799424e-003 1.023244e+001 1.012176e+001
 75.10 8.354729e-012 1.816699e-003 -2.906724e-005 1.787631e-003 1.024620e+001 1.008226e+001
 75.20 8.354729e-012 1.787171e-003 -1.172330e-005 1.775448e-003 1.010653e+001 1.004023e+001
 75.30 8.354728e-012 1.746799e-003 1.629676e-005 1.763096e-003 9.904510e+000 9.996914e+000
 75.40 8.354728e-012 1.721825e-003 2.921028e-005 1.751035e-003 9.788850e+000 9.954915e+000
 75.50 8.354728e-012 1.724307e-003 1.524085e-005 1.739547e-003 9.828979e+000 9.915855e+000
 75.60 8.354728e-012 1.741154e-003 -1.265251e-005 1.728502e-003 9.951323e+000 9.879009e+000
