Gradient descent of Schechter
-3.984936e+000 9.053586e+000 -4.909522e-001 6.072064e+002
-3.984843e+000 9.053896e+000 -4.908987e-001 6.072053e+002
-3.984750e+000 9.054207e+000 -4.908451e-001 6.072043e+002
-3.984657e+000 9.054518e+000 -4.907915e-001 6.072032e+002
-3.984564e+000 9.054830e+000 -4.907376e-001 6.072021e+002
-3.984471e+000 9.055142e+000 -4.906837e-001 6.072010e+002
-3.984377e+000 9.055455e+000 -4.906296e-001 6.071999e+002
-3.984283e+000 9.055769e+000 -4.905754e-001 6.071988e+002
-3.984189e+000 9.056084e+000 -4.905211e-001 6.071977e+002
-3.984094e+000 9.056398e+000 -4.904667e-001 6.071966e+002
-3.984000e+000 9.056714e+000 -4.904121e-001 6.071955e+002
-3.983905e+000 9.057031e+000 -4.903575e-001 6.071943e+002
-3.983809e+000 9.057347e+000 -4.903027e-001 6.071932e+002
-3.983714e+000 9.057665e+000 -4.902478e-001 6.071921e+002
-3.983618e+000 9.057983e+000 -4.901927e-001 6.071910e+002
-3.983522e+000 9.058302e+000 -4.901375e-001 6.071898e+002
-3.983426e+000 9.058621e+000 -4.900823e-001 6.071887e+002
-3.983329e+000 9.058942e+000 -4.900267e-001 6.071875e+002
-3.983232e+000 9.059262e+000 -4.899712e-001 6.071863e+002
-3.983135e+000 9.059584e+000 -4.899155e-001 6.071852e+002
-3.983038e+000 9.059906e+000 -4.898597e-001 6.071840e+002
-3.982940e+000 9.060229e+000 -4.898036e-001 6.071829e+002
-3.982842e+000 9.060553e+000 -4.897476e-001 6.071817e+002
-3.982744e+000 9.060877e+000 -4.896914e-001 6.071805e+002
-3.982645e+000 9.061202e+000 -4.896350e-001 6.071793e+002
-3.982547e+000 9.061527e+000 -4.895785e-001 6.071782e+002
-3.982448e+000 9.061853e+000 -4.895220e-001 6.071769e+002
-3.982348e+000 9.062181e+000 -4.894652e-001 6.071758e+002
-3.982249e+000 9.062509e+000 -4.894084e-001 6.071746e+002
-3.982149e+000 9.062837e+000 -4.893516e-001 6.071733e+002
-3.982049e+000 9.063166e+000 -4.892944e-001 6.071721e+002
-3.981948e+000 9.063496e+000 -4.892371e-001 6.071709e+002
-3.981848e+000 9.063826e+000 -4.891798e-001 6.071697e+002
-3.981747e+000 9.064157e+000 -4.891223e-001 6.071685e+002
-3.981646e+000 9.064488e+000 -4.890647e-001 6.071672e+002
-3.981544e+000 9.064820e+000 -4.890070e-001 6.071660e+002
-3.981442e+000 9.065153e+000 -4.889489e-001 6.071647e+002
-3.981340e+000 9.065487e+000 -4.888908e-001 6.071635e+002
-3.981238e+000 9.065822e+000 -4.888326e-001 6.071622e+002
-3.981135e+000 9.066156e+000 -4.887743e-001 6.071609e+002
-3.981032e+000 9.066492e+000 -4.887158e-001 6.071597e+002
-3.980929e+000 9.066829e+000 -4.886574e-001 6.071584e+002
-3.980825e+000 9.067166e+000 -4.885987e-001 6.071572e+002
-3.980721e+000 9.067504e+000 -4.885398e-001 6.071559e+002
-3.980617e+000 9.067842e+000 -4.884809e-001 6.071545e+002
-3.980513e+000 9.068182e+000 -4.884216e-001 6.071533e+002
-3.980408e+000 9.068522e+000 -4.883624e-001 6.071520e+002
-3.980303e+000 9.068863e+000 -4.883031e-001 6.071506e+002
-3.980198e+000 9.069204e+000 -4.882437e-001 6.071494e+002
-3.980092e+000 9.069547e+000 -4.881842e-001 6.071480e+002
-3.979986e+000 9.069890e+000 -4.881245e-001 6.071467e+002
-3.979880e+000 9.070233e+000 -4.880645e-001 6.071454e+002
-3.979774e+000 9.070578e+000 -4.880044e-001 6.071440e+002
-3.979667e+000 9.070923e+000 -4.879441e-001 6.071427e+002
-3.979560e+000 9.071269e+000 -4.878839e-001 6.071414e+002
-3.979452e+000 9.071615e+000 -4.878233e-001 6.071400e+002
-3.979344e+000 9.071962e+000 -4.877627e-001 6.071387e+002
-3.979236e+000 9.072310e+000 -4.877017e-001 6.071373e+002
-3.979128e+000 9.072659e+000 -4.876407e-001 6.071359e+002
-3.979019e+000 9.073009e+000 -4.875796e-001 6.071345e+002
-3.978910e+000 9.073359e+000 -4.875183e-001 6.071331e+002
-3.978801e+000 9.073710e+000 -4.874569e-001 6.071318e+002
-3.978691e+000 9.074062e+000 -4.873952e-001 6.071304e+002
-3.978581e+000 9.074415e+000 -4.873335e-001 6.071290e+002
-3.978470e+000 9.074769e+000 -4.872716e-001 6.071276e+002
-3.978360e+000 9.075123e+000 -4.872096e-001 6.071261e+002
-3.978249e+000 9.075478e+000 -4.871475e-001 6.071247e+002
-3.978137e+000 9.075833e+000 -4.870853e-001 6.071233e+002
-3.978026e+000 9.076190e+000 -4.870228e-001 6.071218e+002
-3.977914e+000 9.076548e+000 -4.869603e-001 6.071204e+002
-3.977801e+000 9.076905e+000 -4.868976e-001 6.071190e+002
-3.977689e+000 9.077264e+000 -4.868346e-001 6.071175e+002
-3.977576e+000 9.077623e+000 -4.867717e-001 6.071160e+002
-3.977463e+000 9.077984e+000 -4.867084e-001 6.071146e+002
-3.977349e+000 9.078345e+000 -4.866450e-001 6.071131e+002
-3.977235e+000 9.078707e+000 -4.865816e-001 6.071116e+002
-3.977121e+000 9.079069e+000 -4.865178e-001 6.071102e+002
-3.977006e+000 9.079432e+000 -4.864540e-001 6.071086e+002
-3.976891e+000 9.079797e+000 -4.863901e-001 6.071072e+002
-3.976776e+000 9.080162e+000 -4.863259e-001 6.071057e+002
-3.976660e+000 9.080528e+000 -4.862617e-001 6.071041e+002
-3.976544e+000 9.080894e+000 -4.861972e-001 6.071026e+002
-3.976428e+000 9.081262e+000 -4.861325e-001 6.071011e+002
-3.976311e+000 9.081630e+000 -4.860677e-001 6.070995e+002
-3.976194e+000 9.081999e+000 -4.860026e-001 6.070980e+002
-3.976077e+000 9.082369e+000 -4.859376e-001 6.070965e+002
-3.975959e+000 9.082740e+000 -4.858724e-001 6.070949e+002
-3.975841e+000 9.083112e+000 -4.858068e-001 6.070933e+002
-3.975722e+000 9.083484e+000 -4.857411e-001 6.070918e+002
-3.975603e+000 9.083857e+000 -4.856753e-001 6.070902e+002
-3.975484e+000 9.084230e+000 -4.856094e-001 6.070886e+002
-3.975364e+000 9.084605e+000 -4.855434e-001 6.070870e+002
-3.975245e+000 9.084981e+000 -4.854771e-001 6.070854e+002
-3.975124e+000 9.085358e+000 -4.854107e-001 6.070838e+002
-3.975003e+000 9.085735e+000 -4.853442e-001 6.070822e+002
-3.974883e+000 9.086114e+000 -4.852774e-001 6.070806e+002
-3.974761e+000 9.086493e+000 -4.852105e-001 6.070789e+002
-3.974639e+000 9.086873e+000 -4.851433e-001 6.070773e+002
-3.974517e+000 9.087254e+000 -4.850762e-001 6.070757e+002
-3.974395e+000 9.087635e+000 -4.850089e-001 6.070740e+002
-3.974272e+000 9.088017e+000 -4.849413e-001 6.070723e+002
-3.974149e+000 9.088401e+000 -4.848736e-001 6.070707e+002
-3.974025e+000 9.088785e+000 -4.848056e-001 6.070690e+002
-3.973901e+000 9.089170e+000 -4.847375e-001 6.070673e+002
-3.973776e+000 9.089557e+000 -4.846694e-001 6.070656e+002
-3.973651e+000 9.089944e+000 -4.846008e-001 6.070639e+002
-3.973526e+000 9.090332e+000 -4.845322e-001 6.070622e+002
-3.973400e+000 9.090721e+000 -4.844634e-001 6.070605e+002
-3.973274e+000 9.091111e+000 -4.843944e-001 6.070588e+002
-3.973148e+000 9.091501e+000 -4.843252e-001 6.070570e+002
-3.973021e+000 9.091892e+000 -4.842559e-001 6.070553e+002
-3.972893e+000 9.092284e+000 -4.841864e-001 6.070535e+002
-3.972766e+000 9.092677e+000 -4.841167e-001 6.070518e+002
-3.972638e+000 9.093071e+000 -4.840469e-001 6.070500e+002
-3.972509e+000 9.093466e+000 -4.839768e-001 6.070483e+002
-3.972381e+000 9.093862e+000 -4.839066e-001 6.070464e+002
-3.972251e+000 9.094258e+000 -4.838362e-001 6.070447e+002
-3.972121e+000 9.094656e+000 -4.837656e-001 6.070428e+002
-3.971991e+000 9.095055e+000 -4.836948e-001 6.070411e+002
-3.971861e+000 9.095454e+000 -4.836238e-001 6.070392e+002
-3.971730e+000 9.095855e+000 -4.835526e-001 6.070374e+002
-3.971599e+000 9.096256e+000 -4.834814e-001 6.070356e+002
-3.971467e+000 9.096659e+000 -4.834099e-001 6.070338e+002
-3.971335e+000 9.097062e+000 -4.833381e-001 6.070319e+002
-3.971202e+000 9.097466e+000 -4.832662e-001 6.070300e+002
-3.971069e+000 9.097872e+000 -4.831942e-001 6.070281e+002
-3.970936e+000 9.098278e+000 -4.831220e-001 6.070262e+002
-3.970802e+000 9.098685e+000 -4.830495e-001 6.070244e+002
-3.970667e+000 9.099093e+000 -4.829768e-001 6.070225e+002
-3.970532e+000 9.099503e+000 -4.829039e-001 6.070206e+002
-3.970397e+000 9.099913e+000 -4.828309e-001 6.070186e+002
-3.970262e+000 9.100324e+000 -4.827578e-001 6.070167e+002
-3.970125e+000 9.100736e+000 -4.826844e-001 6.070148e+002
-3.969989e+000 9.101149e+000 -4.826108e-001 6.070128e+002
-3.969852e+000 9.101563e+000 -4.825370e-001 6.070109e+002
-3.969714e+000 9.101977e+000 -4.824630e-001 6.070089e+002
-3.969576e+000 9.102393e+000 -4.823888e-001 6.070070e+002
-3.969438e+000 9.102810e+000 -4.823143e-001 6.070049e+002
-3.969299e+000 9.103228e+000 -4.822398e-001 6.070029e+002
-3.969159e+000 9.103646e+000 -4.821649e-001 6.070009e+002
-3.969020e+000 9.104066e+000 -4.820899e-001 6.069990e+002
-3.968879e+000 9.104486e+000 -4.820147e-001 6.069969e+002
-3.968739e+000 9.104909e+000 -4.819394e-001 6.069949e+002
-3.968598e+000 9.105332e+000 -4.818638e-001 6.069928e+002
-3.968456e+000 9.105757e+000 -4.817880e-001 6.069908e+002
-3.968314e+000 9.106182e+000 -4.817120e-001 6.069887e+002
-3.968171e+000 9.106608e+000 -4.816358e-001 6.069866e+002
-3.968028e+000 9.107036e+000 -4.815594e-001 6.069846e+002
-3.967885e+000 9.107464e+000 -4.814829e-001 6.069824e+002
-3.967741e+000 9.107893e+000 -4.814060e-001 6.069803e+002
-3.967596e+000 9.108323e+000 -4.813290e-001 6.069782e+002
-3.967451e+000 9.108754e+000 -4.812518e-001 6.069761e+002
-3.967306e+000 9.109186e+000 -4.811743e-001 6.069739e+002
-3.967160e+000 9.109620e+000 -4.810967e-001 6.069717e+002
-3.967014e+000 9.110055e+000 -4.810187e-001 6.069696e+002
-3.966867e+000 9.110491e+000 -4.809405e-001 6.069674e+002
-3.966719e+000 9.110928e+000 -4.808623e-001 6.069652e+002
-3.966571e+000 9.111365e+000 -4.807838e-001 6.069631e+002
-3.966423e+000 9.111804e+000 -4.807051e-001 6.069608e+002
-3.966274e+000 9.112244e+000 -4.806262e-001 6.069586e+002
-3.966125e+000 9.112684e+000 -4.805471e-001 6.069564e+002
-3.965975e+000 9.113127e+000 -4.804678e-001 6.069542e+002
-3.965824e+000 9.113570e+000 -4.803883e-001 6.069518e+002
-3.965673e+000 9.114015e+000 -4.803085e-001 6.069496e+002
-3.965522e+000 9.114460e+000 -4.802285e-001 6.069473e+002
-3.965369e+000 9.114906e+000 -4.801483e-001 6.069451e+002
-3.965217e+000 9.115354e+000 -4.800678e-001 6.069427e+002
-3.965064e+000 9.115803e+000 -4.799871e-001 6.069404e+002
-3.964910e+000 9.116253e+000 -4.799063e-001 6.069381e+002
-3.964756e+000 9.116704e+000 -4.798251e-001 6.069357e+002
-3.964601e+000 9.117156e+000 -4.797438e-001 6.069334e+002
-3.964446e+000 9.117609e+000 -4.796622e-001 6.069310e+002
-3.964290e+000 9.118064e+000 -4.795803e-001 6.069286e+002
-3.964134e+000 9.118520e+000 -4.794983e-001 6.069263e+002
-3.963977e+000 9.118977e+000 -4.794160e-001 6.069239e+002
-3.963820e+000 9.119434e+000 -4.793335e-001 6.069214e+002
-3.963661e+000 9.119893e+000 -4.792508e-001 6.069190e+002
-3.963503e+000 9.120354e+000 -4.791678e-001 6.069166e+002
-3.963344e+000 9.120815e+000 -4.790846e-001 6.069141e+002
-3.963184e+000 9.121278e+000 -4.790010e-001 6.069117e+002
-3.963024e+000 9.121741e+000 -4.789174e-001 6.069092e+002
-3.962863e+000 9.122206e+000 -4.788334e-001 6.069067e+002
-3.962702e+000 9.122672e+000 -4.787493e-001 6.069042e+002
-3.962540e+000 9.123139e+000 -4.786650e-001 6.069017e+002
-3.962377e+000 9.123608e+000 -4.785802e-001 6.068992e+002
-3.962214e+000 9.124077e+000 -4.784954e-001 6.068966e+002
-3.962050e+000 9.124548e+000 -4.784104e-001 6.068940e+002
-3.961886e+000 9.125020e+000 -4.783251e-001 6.068915e+002
-3.961721e+000 9.125493e+000 -4.782395e-001 6.068889e+002
-3.961555e+000 9.125967e+000 -4.781537e-001 6.068863e+002
-3.961389e+000 9.126443e+000 -4.780677e-001 6.068837e+002
-3.961223e+000 9.126920e+000 -4.779814e-001 6.068810e+002
-3.961055e+000 9.127398e+000 -4.778949e-001 6.068784e+002
-3.960887e+000 9.127877e+000 -4.778082e-001 6.068757e+002
-3.960719e+000 9.128358e+000 -4.777211e-001 6.068730e+002
-3.960550e+000 9.128839e+000 -4.776337e-001 6.068704e+002
-3.960380e+000 9.129323e+000 -4.775461e-001 6.068677e+002
-3.960210e+000 9.129807e+000 -4.774584e-001 6.068650e+002
-3.960039e+000 9.130293e+000 -4.773702e-001 6.068622e+002
-3.959867e+000 9.130780e+000 -4.772820e-001 6.068595e+002
-3.959695e+000 9.131269e+000 -4.771933e-001 6.068568e+002
