Gradient descent of Schechter
-4.988297e+000 9.524600e+000 -1.497903e+000 6.073453e+002
-4.988236e+000 9.524725e+000 -1.497893e+000 6.073451e+002
-4.988176e+000 9.524850e+000 -1.497883e+000 6.073448e+002
-4.988115e+000 9.524976e+000 -1.497872e+000 6.073447e+002
-4.988054e+000 9.525102e+000 -1.497862e+000 6.073445e+002
-4.987994e+000 9.525228e+000 -1.497852e+000 6.073442e+002
-4.987933e+000 9.525353e+000 -1.497841e+000 6.073441e+002
-4.987872e+000 9.525479e+000 -1.497831e+000 6.073439e+002
-4.987811e+000 9.525605e+000 -1.497821e+000 6.073437e+002
-4.987750e+000 9.525731e+000 -1.497811e+000 6.073434e+002
-4.987689e+000 9.525857e+000 -1.497800e+000 6.073433e+002
-4.987628e+000 9.525983e+000 -1.497790e+000 6.073431e+002
-4.987566e+000 9.526109e+000 -1.497780e+000 6.073429e+002
-4.987505e+000 9.526235e+000 -1.497769e+000 6.073427e+002
-4.987444e+000 9.526361e+000 -1.497759e+000 6.073425e+002
-4.987383e+000 9.526486e+000 -1.497749e+000 6.073423e+002
-4.987322e+000 9.526613e+000 -1.497738e+000 6.073421e+002
-4.987261e+000 9.526740e+000 -1.497728e+000 6.073419e+002
-4.987199e+000 9.526867e+000 -1.497718e+000 6.073417e+002
-4.987138e+000 9.526994e+000 -1.497707e+000 6.073415e+002
-4.987076e+000 9.527121e+000 -1.497697e+000 6.073413e+002
-4.987015e+000 9.527247e+000 -1.497687e+000 6.073411e+002
-4.986953e+000 9.527374e+000 -1.497676e+000 6.073409e+002
-4.986892e+000 9.527501e+000 -1.497666e+000 6.073407e+002
-4.986830e+000 9.527628e+000 -1.497656e+000 6.073405e+002
-4.986769e+000 9.527755e+000 -1.497646e+000 6.073403e+002
-4.986707e+000 9.527882e+000 -1.497635e+000 6.073401e+002
-4.986646e+000 9.528008e+000 -1.497625e+000 6.073399e+002
-4.986584e+000 9.528136e+000 -1.497615e+000 6.073397e+002
-4.986522e+000 9.528264e+000 -1.497604e+000 6.073395e+002
-4.986460e+000 9.528392e+000 -1.497594e+000 6.073393e+002
-4.986398e+000 9.528520e+000 -1.497584e+000 6.073391e+002
-4.986336e+000 9.528647e+000 -1.497574e+000 6.073389e+002
-4.986274e+000 9.528775e+000 -1.497563e+000 6.073387e+002
-4.986212e+000 9.528903e+000 -1.497553e+000 6.073385e+002
-4.986150e+000 9.529031e+000 -1.497543e+000 6.073383e+002
-4.986088e+000 9.529159e+000 -1.497533e+000 6.073381e+002
-4.986025e+000 9.529286e+000 -1.497522e+000 6.073379e+002
-4.985963e+000 9.529414e+000 -1.497512e+000 6.073376e+002
-4.985900e+000 9.529542e+000 -1.497502e+000 6.073375e+002
-4.985838e+000 9.529670e+000 -1.497492e+000 6.073373e+002
-4.985776e+000 9.529798e+000 -1.497481e+000 6.073371e+002
-4.985713e+000 9.529926e+000 -1.497471e+000 6.073369e+002
-4.985651e+000 9.530055e+000 -1.497461e+000 6.073367e+002
-4.985589e+000 9.530184e+000 -1.497450e+000 6.073365e+002
-4.985526e+000 9.530313e+000 -1.497440e+000 6.073362e+002
-4.985464e+000 9.530441e+000 -1.497430e+000 6.073361e+002
-4.985401e+000 9.530570e+000 -1.497420e+000 6.073358e+002
-4.985338e+000 9.530699e+000 -1.497409e+000 6.073356e+002
-4.985275e+000 9.530828e+000 -1.497399e+000 6.073354e+002
-4.985213e+000 9.530956e+000 -1.497389e+000 6.073352e+002
-4.985150e+000 9.531085e+000 -1.497379e+000 6.073350e+002
-4.985087e+000 9.531214e+000 -1.497368e+000 6.073348e+002
-4.985024e+000 9.531343e+000 -1.497358e+000 6.073346e+002
-4.984961e+000 9.531472e+000 -1.497348e+000 6.073344e+002
-4.984898e+000 9.531602e+000 -1.497337e+000 6.073342e+002
-4.984835e+000 9.531732e+000 -1.497327e+000 6.073340e+002
-4.984772e+000 9.531861e+000 -1.497317e+000 6.073338e+002
-4.984708e+000 9.531991e+000 -1.497306e+000 6.073336e+002
-4.984645e+000 9.532121e+000 -1.497296e+000 6.073334e+002
-4.984581e+000 9.532250e+000 -1.497285e+000 6.073331e+002
-4.984518e+000 9.532380e+000 -1.497275e+000 6.073329e+002
-4.984455e+000 9.532510e+000 -1.497265e+000 6.073327e+002
-4.984391e+000 9.532640e+000 -1.497254e+000 6.073325e+002
-4.984328e+000 9.532769e+000 -1.497244e+000 6.073323e+002
-4.984264e+000 9.532899e+000 -1.497234e+000 6.073321e+002
-4.984201e+000 9.533029e+000 -1.497223e+000 6.073319e+002
-4.984137e+000 9.533159e+000 -1.497213e+000 6.073317e+002
-4.984073e+000 9.533290e+000 -1.497203e+000 6.073315e+002
-4.984009e+000 9.533421e+000 -1.497192e+000 6.073312e+002
-4.983945e+000 9.533551e+000 -1.497182e+000 6.073311e+002
-4.983881e+000 9.533682e+000 -1.497171e+000 6.073308e+002
-4.983818e+000 9.533813e+000 -1.497161e+000 6.073306e+002
-4.983754e+000 9.533943e+000 -1.497151e+000 6.073304e+002
-4.983690e+000 9.534074e+000 -1.497140e+000 6.073302e+002
-4.983626e+000 9.534204e+000 -1.497130e+000 6.073300e+002
-4.983562e+000 9.534335e+000 -1.497119e+000 6.073298e+002
-4.983498e+000 9.534466e+000 -1.497109e+000 6.073295e+002
-4.983433e+000 9.534596e+000 -1.497099e+000 6.073293e+002
-4.983369e+000 9.534728e+000 -1.497088e+000 6.073291e+002
-4.983305e+000 9.534860e+000 -1.497078e+000 6.073289e+002
-4.983240e+000 9.534991e+000 -1.497067e+000 6.073287e+002
-4.983176e+000 9.535123e+000 -1.497057e+000 6.073284e+002
-4.983111e+000 9.535254e+000 -1.497047e+000 6.073282e+002
-4.983047e+000 9.535386e+000 -1.497036e+000 6.073281e+002
-4.982983e+000 9.535518e+000 -1.497026e+000 6.073278e+002
-4.982918e+000 9.535649e+000 -1.497015e+000 6.073276e+002
-4.982853e+000 9.535781e+000 -1.497005e+000 6.073274e+002
-4.982789e+000 9.535913e+000 -1.496995e+000 6.073271e+002
-4.982724e+000 9.536044e+000 -1.496984e+000 6.073270e+002
-4.982659e+000 9.536177e+000 -1.496974e+000 6.073267e+002
-4.982594e+000 9.536309e+000 -1.496963e+000 6.073265e+002
-4.982529e+000 9.536442e+000 -1.496953e+000 6.073263e+002
-4.982464e+000 9.536574e+000 -1.496943e+000 6.073260e+002
-4.982399e+000 9.536707e+000 -1.496932e+000 6.073259e+002
-4.982335e+000 9.536839e+000 -1.496922e+000 6.073256e+002
-4.982269e+000 9.536972e+000 -1.496911e+000 6.073254e+002
-4.982204e+000 9.537105e+000 -1.496901e+000 6.073252e+002
-4.982139e+000 9.537237e+000 -1.496891e+000 6.073250e+002
-4.982073e+000 9.537370e+000 -1.496880e+000 6.073248e+002
-4.982008e+000 9.537502e+000 -1.496870e+000 6.073245e+002
-4.981943e+000 9.537635e+000 -1.496860e+000 6.073243e+002
-4.981877e+000 9.537767e+000 -1.496849e+000 6.073241e+002
-4.981812e+000 9.537901e+000 -1.496839e+000 6.073239e+002
-4.981747e+000 9.538034e+000 -1.496828e+000 6.073237e+002
-4.981681e+000 9.538168e+000 -1.496818e+000 6.073234e+002
-4.981616e+000 9.538301e+000 -1.496808e+000 6.073232e+002
-4.981550e+000 9.538435e+000 -1.496797e+000 6.073230e+002
-4.981485e+000 9.538568e+000 -1.496787e+000 6.073228e+002
-4.981419e+000 9.538702e+000 -1.496776e+000 6.073226e+002
-4.981353e+000 9.538836e+000 -1.496766e+000 6.073223e+002
-4.981287e+000 9.538969e+000 -1.496756e+000 6.073221e+002
-4.981222e+000 9.539103e+000 -1.496745e+000 6.073219e+002
-4.981156e+000 9.539236e+000 -1.496735e+000 6.073217e+002
-4.981090e+000 9.539370e+000 -1.496725e+000 6.073215e+002
-4.981024e+000 9.539504e+000 -1.496714e+000 6.073212e+002
-4.980958e+000 9.539639e+000 -1.496704e+000 6.073210e+002
-4.980892e+000 9.539773e+000 -1.496694e+000 6.073207e+002
-4.980825e+000 9.539907e+000 -1.496683e+000 6.073206e+002
-4.980759e+000 9.540042e+000 -1.496673e+000 6.073203e+002
-4.980693e+000 9.540176e+000 -1.496662e+000 6.073201e+002
-4.980627e+000 9.540311e+000 -1.496652e+000 6.073199e+002
-4.980560e+000 9.540445e+000 -1.496641e+000 6.073196e+002
-4.980494e+000 9.540580e+000 -1.496631e+000 6.073194e+002
-4.980427e+000 9.540714e+000 -1.496620e+000 6.073192e+002
-4.980361e+000 9.540849e+000 -1.496610e+000 6.073190e+002
-4.980294e+000 9.540983e+000 -1.496600e+000 6.073187e+002
-4.980227e+000 9.541119e+000 -1.496589e+000 6.073185e+002
-4.980160e+000 9.541254e+000 -1.496579e+000 6.073183e+002
-4.980093e+000 9.541389e+000 -1.496568e+000 6.073181e+002
-4.980027e+000 9.541525e+000 -1.496558e+000 6.073178e+002
-4.979960e+000 9.541660e+000 -1.496547e+000 6.073176e+002
-4.979893e+000 9.541796e+000 -1.496537e+000 6.073174e+002
-4.979825e+000 9.541931e+000 -1.496526e+000 6.073171e+002
-4.979758e+000 9.542067e+000 -1.496516e+000 6.073169e+002
-4.979691e+000 9.542202e+000 -1.496505e+000 6.073167e+002
-4.979624e+000 9.542337e+000 -1.496495e+000 6.073164e+002
-4.979557e+000 9.542473e+000 -1.496485e+000 6.073162e+002
-4.979489e+000 9.542608e+000 -1.496474e+000 6.073160e+002
-4.979422e+000 9.542745e+000 -1.496464e+000 6.073157e+002
-4.979355e+000 9.542881e+000 -1.496453e+000 6.073155e+002
-4.979287e+000 9.543017e+000 -1.496443e+000 6.073152e+002
-4.979219e+000 9.543154e+000 -1.496432e+000 6.073150e+002
-4.979152e+000 9.543290e+000 -1.496422e+000 6.073148e+002
-4.979084e+000 9.543427e+000 -1.496411e+000 6.073146e+002
-4.979016e+000 9.543563e+000 -1.496401e+000 6.073143e+002
-4.978949e+000 9.543699e+000 -1.496390e+000 6.073141e+002
-4.978881e+000 9.543836e+000 -1.496380e+000 6.073139e+002
-4.978813e+000 9.543973e+000 -1.496369e+000 6.073136e+002
-4.978745e+000 9.544109e+000 -1.496359e+000 6.073134e+002
-4.978678e+000 9.544247e+000 -1.496348e+000 6.073132e+002
-4.978610e+000 9.544384e+000 -1.496338e+000 6.073129e+002
-4.978541e+000 9.544521e+000 -1.496327e+000 6.073127e+002
-4.978473e+000 9.544659e+000 -1.496317e+000 6.073124e+002
-4.978405e+000 9.544796e+000 -1.496306e+000 6.073123e+002
-4.978337e+000 9.544933e+000 -1.496296e+000 6.073120e+002
-4.978269e+000 9.545071e+000 -1.496286e+000 6.073118e+002
-4.978200e+000 9.545208e+000 -1.496275e+000 6.073115e+002
-4.978132e+000 9.545345e+000 -1.496265e+000 6.073113e+002
-4.978064e+000 9.545483e+000 -1.496254e+000 6.073110e+002
-4.977995e+000 9.545620e+000 -1.496244e+000 6.073108e+002
-4.977927e+000 9.545757e+000 -1.496233e+000 6.073105e+002
-4.977858e+000 9.545896e+000 -1.496223e+000 6.073104e+002
-4.977789e+000 9.546034e+000 -1.496213e+000 6.073101e+002
-4.977721e+000 9.546172e+000 -1.496202e+000 6.073099e+002
-4.977652e+000 9.546310e+000 -1.496192e+000 6.073096e+002
-4.977583e+000 9.546449e+000 -1.496181e+000 6.073094e+002
-4.977515e+000 9.546587e+000 -1.496171e+000 6.073091e+002
-4.977446e+000 9.546725e+000 -1.496161e+000 6.073089e+002
-4.977376e+000 9.546864e+000 -1.496150e+000 6.073087e+002
-4.977307e+000 9.547002e+000 -1.496140e+000 6.073084e+002
-4.977238e+000 9.547141e+000 -1.496129e+000 6.073082e+002
-4.977169e+000 9.547280e+000 -1.496119e+000 6.073079e+002
-4.977100e+000 9.547420e+000 -1.496108e+000 6.073077e+002
-4.977031e+000 9.547559e+000 -1.496098e+000 6.073075e+002
-4.976962e+000 9.547698e+000 -1.496087e+000 6.073072e+002
-4.976892e+000 9.547837e+000 -1.496077e+000 6.073070e+002
-4.976823e+000 9.547976e+000 -1.496066e+000 6.073068e+002
-4.976754e+000 9.548116e+000 -1.496056e+000 6.073065e+002
-4.976684e+000 9.548255e+000 -1.496045e+000 6.073062e+002
-4.976614e+000 9.548394e+000 -1.496035e+000 6.073060e+002
-4.976545e+000 9.548533e+000 -1.496024e+000 6.073058e+002
-4.976475e+000 9.548673e+000 -1.496014e+000 6.073055e+002
-4.976406e+000 9.548813e+000 -1.496003e+000 6.073052e+002
-4.976336e+000 9.548953e+000 -1.495993e+000 6.073051e+002
-4.976266e+000 9.549093e+000 -1.495982e+000 6.073048e+002
-4.976197e+000 9.549233e+000 -1.495972e+000 6.073045e+002
-4.976127e+000 9.549374e+000 -1.495961e+000 6.073043e+002
-4.976057e+000 9.549514e+000 -1.495951e+000 6.073040e+002
-4.975986e+000 9.549654e+000 -1.495940e+000 6.073038e+002
-4.975916e+000 9.549794e+000 -1.495930e+000 6.073035e+002
-4.975846e+000 9.549934e+000 -1.495919e+000 6.073033e+002
-4.975776e+000 9.550075e+000 -1.495909e+000 6.073030e+002
-4.975706e+000 9.550215e+000 -1.495898e+000 6.073028e+002
-4.975636e+000 9.550356e+000 -1.495888e+000 6.073026e+002
-4.975565e+000 9.550497e+000 -1.495877e+000 6.073023e+002
-4.975494e+000 9.550638e+000 -1.495867e+000 6.073020e+002
-4.975424e+000 9.550779e+000 -1.495856e+000 6.073018e+002
-4.975353e+000 9.550920e+000 -1.495846e+000 6.073015e+002
-4.975283e+000 9.551062e+000 -1.495835e+000 6.073013e+002
-4.975212e+000 9.551203e+000 -1.495825e+000 6.073010e+002
