Gradient descent of Schechter
-2.567867e+000 1.097600e+001 -1.009048e+000 2.908096e+000
-2.567874e+000 1.097600e+001 -1.009055e+000 2.908095e+000
-2.567881e+000 1.097601e+001 -1.009062e+000 2.908093e+000
-2.567888e+000 1.097601e+001 -1.009069e+000 2.908093e+000
-2.567895e+000 1.097602e+001 -1.009076e+000 2.908090e+000
-2.567902e+000 1.097602e+001 -1.009082e+000 2.908090e+000
-2.567909e+000 1.097603e+001 -1.009089e+000 2.908088e+000
-2.567915e+000 1.097603e+001 -1.009095e+000 2.908087e+000
-2.567922e+000 1.097604e+001 -1.009101e+000 2.908087e+000
-2.567928e+000 1.097604e+001 -1.009107e+000 2.908086e+000
-2.567934e+000 1.097604e+001 -1.009113e+000 2.908085e+000
-2.567940e+000 1.097605e+001 -1.009119e+000 2.908084e+000
-2.567945e+000 1.097605e+001 -1.009125e+000 2.908085e+000
-2.567951e+000 1.097605e+001 -1.009130e+000 2.908082e+000
-2.567956e+000 1.097606e+001 -1.009136e+000 2.908083e+000
-2.567962e+000 1.097606e+001 -1.009141e+000 2.908081e+000
-2.567967e+000 1.097606e+001 -1.009146e+000 2.908082e+000
-2.567972e+000 1.097607e+001 -1.009151e+000 2.908080e+000
-2.567978e+000 1.097607e+001 -1.009156e+000 2.908078e+000
-2.567982e+000 1.097607e+001 -1.009161e+000 2.908078e+000
-2.567987e+000 1.097608e+001 -1.009166e+000 2.908078e+000
-2.567992e+000 1.097608e+001 -1.009170e+000 2.908079e+000
-2.567997e+000 1.097608e+001 -1.009175e+000 2.908076e+000
-2.568001e+000 1.097609e+001 -1.009179e+000 2.908077e+000
-2.568006e+000 1.097609e+001 -1.009184e+000 2.908076e+000
-2.568010e+000 1.097609e+001 -1.009188e+000 2.908077e+000
-2.568014e+000 1.097610e+001 -1.009192e+000 2.908076e+000
-2.568018e+000 1.097610e+001 -1.009196e+000 2.908076e+000
-2.568022e+000 1.097610e+001 -1.009200e+000 2.908074e+000
-2.568027e+000 1.097610e+001 -1.009204e+000 2.908075e+000
-2.568030e+000 1.097611e+001 -1.009208e+000 2.908074e+000
-2.568034e+000 1.097611e+001 -1.009212e+000 2.908074e+000
-2.568038e+000 1.097611e+001 -1.009215e+000 2.908073e+000
-2.568042e+000 1.097611e+001 -1.009219e+000 2.908074e+000
-2.568045e+000 1.097612e+001 -1.009223e+000 2.908073e+000
-2.568049e+000 1.097612e+001 -1.009226e+000 2.908072e+000
-2.568052e+000 1.097612e+001 -1.009229e+000 2.908072e+000
-2.568055e+000 1.097612e+001 -1.009233e+000 2.908071e+000
-2.568059e+000 1.097612e+001 -1.009236e+000 2.908071e+000
-2.568062e+000 1.097613e+001 -1.009239e+000 2.908072e+000
-2.568065e+000 1.097613e+001 -1.009242e+000 2.908070e+000
-2.568068e+000 1.097613e+001 -1.009245e+000 2.908071e+000
-2.568071e+000 1.097613e+001 -1.009248e+000 2.908071e+000
-2.568074e+000 1.097613e+001 -1.009251e+000 2.908069e+000
-2.568077e+000 1.097614e+001 -1.009254e+000 2.908071e+000
-2.568079e+000 1.097614e+001 -1.009256e+000 2.908070e+000
-2.568082e+000 1.097614e+001 -1.009259e+000 2.908070e+000
-2.568085e+000 1.097614e+001 -1.009262e+000 2.908069e+000
-2.568088e+000 1.097614e+001 -1.009264e+000 2.908069e+000
-2.568090e+000 1.097614e+001 -1.009267e+000 2.908069e+000
-2.568093e+000 1.097615e+001 -1.009269e+000 2.908069e+000
-2.568095e+000 1.097615e+001 -1.009272e+000 2.908069e+000
-2.568098e+000 1.097615e+001 -1.009274e+000 2.908068e+000
-2.568100e+000 1.097615e+001 -1.009277e+000 2.908068e+000
-2.568103e+000 1.097615e+001 -1.009279e+000 2.908068e+000
-2.568105e+000 1.097615e+001 -1.009282e+000 2.908070e+000
-2.568107e+000 1.097616e+001 -1.009284e+000 2.908069e+000
-2.568110e+000 1.097616e+001 -1.009286e+000 2.908066e+000
-2.568112e+000 1.097616e+001 -1.009288e+000 2.908068e+000
-2.568114e+000 1.097616e+001 -1.009290e+000 2.908067e+000
-2.568116e+000 1.097616e+001 -1.009292e+000 2.908068e+000
-2.568118e+000 1.097616e+001 -1.009294e+000 2.908067e+000
-2.568120e+000 1.097616e+001 -1.009296e+000 2.908066e+000
-2.568122e+000 1.097616e+001 -1.009298e+000 2.908066e+000
-2.568124e+000 1.097617e+001 -1.009299e+000 2.908067e+000
-2.568125e+000 1.097617e+001 -1.009301e+000 2.908067e+000
-2.568127e+000 1.097617e+001 -1.009303e+000 2.908066e+000
-2.568129e+000 1.097617e+001 -1.009305e+000 2.908067e+000
-2.568130e+000 1.097617e+001 -1.009306e+000 2.908067e+000
-2.568132e+000 1.097617e+001 -1.009308e+000 2.908067e+000
-2.568134e+000 1.097617e+001 -1.009310e+000 2.908066e+000
-2.568135e+000 1.097617e+001 -1.009311e+000 2.908066e+000
-2.568137e+000 1.097617e+001 -1.009313e+000 2.908067e+000
-2.568139e+000 1.097618e+001 -1.009314e+000 2.908066e+000
-2.568140e+000 1.097618e+001 -1.009316e+000 2.908067e+000
-2.568141e+000 1.097618e+001 -1.009317e+000 2.908067e+000
-2.568143e+000 1.097618e+001 -1.009319e+000 2.908067e+000
-2.568144e+000 1.097618e+001 -1.009320e+000 2.908066e+000
-2.568146e+000 1.097618e+001 -1.009321e+000 2.908066e+000
-2.568147e+000 1.097618e+001 -1.009323e+000 2.908066e+000
-2.568149e+000 1.097618e+001 -1.009324e+000 2.908066e+000
-2.568150e+000 1.097618e+001 -1.009325e+000 2.908066e+000
-2.568151e+000 1.097618e+001 -1.009327e+000 2.908066e+000
-2.568152e+000 1.097618e+001 -1.009328e+000 2.908065e+000
-2.568154e+000 1.097619e+001 -1.009329e+000 2.908067e+000
-2.568155e+000 1.097619e+001 -1.009330e+000 2.908065e+000
-2.568156e+000 1.097619e+001 -1.009332e+000 2.908066e+000
-2.568158e+000 1.097619e+001 -1.009333e+000 2.908066e+000
-2.568159e+000 1.097619e+001 -1.009334e+000 2.908066e+000
-2.568160e+000 1.097619e+001 -1.009335e+000 2.908066e+000
-2.568161e+000 1.097619e+001 -1.009336e+000 2.908066e+000
-2.568162e+000 1.097619e+001 -1.009337e+000 2.908066e+000
-2.568163e+000 1.097619e+001 -1.009338e+000 2.908066e+000
-2.568164e+000 1.097619e+001 -1.009339e+000 2.908066e+000
-2.568165e+000 1.097619e+001 -1.009340e+000 2.908066e+000
-2.568166e+000 1.097619e+001 -1.009341e+000 2.908067e+000
-2.568167e+000 1.097619e+001 -1.009342e+000 2.908065e+000
-2.568168e+000 1.097619e+001 -1.009343e+000 2.908066e+000
-2.568169e+000 1.097620e+001 -1.009344e+000 2.908065e+000
-2.568170e+000 1.097620e+001 -1.009345e+000 2.908066e+000
-2.568171e+000 1.097620e+001 -1.009345e+000 2.908066e+000
-2.568171e+000 1.097620e+001 -1.009346e+000 2.908066e+000
-2.568172e+000 1.097620e+001 -1.009347e+000 2.908066e+000
-2.568173e+000 1.097620e+001 -1.009348e+000 2.908066e+000
-2.568174e+000 1.097620e+001 -1.009349e+000 2.908066e+000
-2.568175e+000 1.097620e+001 -1.009350e+000 2.908065e+000
-2.568176e+000 1.097620e+001 -1.009350e+000 2.908065e+000
-2.568176e+000 1.097620e+001 -1.009351e+000 2.908065e+000
-2.568177e+000 1.097620e+001 -1.009352e+000 2.908065e+000
-2.568178e+000 1.097620e+001 -1.009353e+000 2.908066e+000
-2.568178e+000 1.097620e+001 -1.009353e+000 2.908065e+000
-2.568179e+000 1.097620e+001 -1.009354e+000 2.908065e+000
-2.568180e+000 1.097620e+001 -1.009355e+000 2.908066e+000
-2.568180e+000 1.097620e+001 -1.009355e+000 2.908066e+000
-2.568181e+000 1.097620e+001 -1.009356e+000 2.908066e+000
-2.568182e+000 1.097620e+001 -1.009356e+000 2.908066e+000
-2.568182e+000 1.097620e+001 -1.009357e+000 2.908066e+000
-2.568183e+000 1.097620e+001 -1.009358e+000 2.908064e+000
-2.568183e+000 1.097620e+001 -1.009358e+000 2.908064e+000
-2.568184e+000 1.097620e+001 -1.009359e+000 2.908064e+000
-2.568184e+000 1.097620e+001 -1.009359e+000 2.908064e+000
-2.568185e+000 1.097621e+001 -1.009360e+000 2.908066e+000
-2.568186e+000 1.097621e+001 -1.009360e+000 2.908066e+000
-2.568186e+000 1.097621e+001 -1.009361e+000 2.908066e+000
-2.568187e+000 1.097621e+001 -1.009361e+000 2.908066e+000
-2.568187e+000 1.097621e+001 -1.009362e+000 2.908065e+000
-2.568188e+000 1.097621e+001 -1.009362e+000 2.908065e+000
-2.568188e+000 1.097621e+001 -1.009363e+000 2.908065e+000
-2.568189e+000 1.097621e+001 -1.009363e+000 2.908066e+000
-2.568189e+000 1.097621e+001 -1.009364e+000 2.908065e+000
-2.568190e+000 1.097621e+001 -1.009364e+000 2.908065e+000
-2.568190e+000 1.097621e+001 -1.009365e+000 2.908064e+000
-2.568191e+000 1.097621e+001 -1.009365e+000 2.908065e+000
-2.568191e+000 1.097621e+001 -1.009366e+000 2.908065e+000
-2.568192e+000 1.097621e+001 -1.009366e+000 2.908066e+000
-2.568192e+000 1.097621e+001 -1.009367e+000 2.908066e+000
-2.568192e+000 1.097621e+001 -1.009367e+000 2.908065e+000
-2.568192e+000 1.097621e+001 -1.009367e+000 2.908065e+000
-2.568193e+000 1.097621e+001 -1.009367e+000 2.908064e+000
-2.568193e+000 1.097621e+001 -1.009368e+000 2.908065e+000
-2.568193e+000 1.097621e+001 -1.009368e+000 2.908065e+000
-2.568194e+000 1.097621e+001 -1.009368e+000 2.908065e+000
-2.568194e+000 1.097621e+001 -1.009369e+000 2.908066e+000
-2.568194e+000 1.097621e+001 -1.009369e+000 2.908065e+000
-2.568195e+000 1.097621e+001 -1.009369e+000 2.908066e+000
-2.568195e+000 1.097621e+001 -1.009370e+000 2.908065e+000
-2.568195e+000 1.097621e+001 -1.009370e+000 2.908065e+000
-2.568195e+000 1.097621e+001 -1.009370e+000 2.908065e+000
-2.568196e+000 1.097621e+001 -1.009370e+000 2.908065e+000
-2.568196e+000 1.097621e+001 -1.009371e+000 2.908066e+000
-2.568196e+000 1.097621e+001 -1.009371e+000 2.908066e+000
-2.568197e+000 1.097621e+001 -1.009371e+000 2.908065e+000
-2.568197e+000 1.097621e+001 -1.009372e+000 2.908065e+000
-2.568197e+000 1.097621e+001 -1.009372e+000 2.908066e+000
-2.568197e+000 1.097621e+001 -1.009372e+000 2.908064e+000
-2.568197e+000 1.097621e+001 -1.009372e+000 2.908064e+000
-2.568198e+000 1.097621e+001 -1.009372e+000 2.908066e+000
-2.568198e+000 1.097621e+001 -1.009373e+000 2.908066e+000
-2.568198e+000 1.097621e+001 -1.009373e+000 2.908064e+000
-2.568198e+000 1.097621e+001 -1.009373e+000 2.908065e+000
-2.568199e+000 1.097621e+001 -1.009373e+000 2.908065e+000
-2.568199e+000 1.097621e+001 -1.009374e+000 2.908066e+000
-2.568199e+000 1.097621e+001 -1.009374e+000 2.908065e+000
-2.568199e+000 1.097621e+001 -1.009374e+000 2.908066e+000
-2.568200e+000 1.097621e+001 -1.009374e+000 2.908066e+000
-2.568200e+000 1.097621e+001 -1.009374e+000 2.908066e+000
-2.568200e+000 1.097622e+001 -1.009375e+000 2.908065e+000
-2.568200e+000 1.097622e+001 -1.009375e+000 2.908065e+000
-2.568200e+000 1.097622e+001 -1.009375e+000 2.908066e+000
-2.568201e+000 1.097622e+001 -1.009375e+000 2.908065e+000
-2.568201e+000 1.097622e+001 -1.009375e+000 2.908065e+000
-2.568201e+000 1.097622e+001 -1.009375e+000 2.908065e+000
-2.568201e+000 1.097622e+001 -1.009376e+000 2.908065e+000
-2.568201e+000 1.097622e+001 -1.009376e+000 2.908066e+000
-2.568201e+000 1.097622e+001 -1.009376e+000 2.908065e+000
-2.568202e+000 1.097622e+001 -1.009376e+000 2.908067e+000
-2.568202e+000 1.097622e+001 -1.009376e+000 2.908066e+000
-2.568202e+000 1.097622e+001 -1.009376e+000 2.908066e+000

steps = 587
